1.1.1	Brahma and Subrahma were indeed in the beginning.
3.3.15	If one proceeds to the west, the western (gifts) are superior.
3.3.16	If one moves to the north, the northern (gifts) are better. The northern (gifts) become the northern (gifts). The northern (gifts), the northern (gifts), one's prosperity becomes northern.
3.3.17	In front of whom the three luminaries are seen, Agni, the water, and the sun, that is the divine sacrifice, that is the threefold.
3.3.18	The divine sacrifice is in front of the bright (moon).
3.3.19	The cremation ground is in front of what is bright.
3.3.20	The divine offering is sloping towards the east and north.
3.3.21	The cremation ground slopes towards the west and south.
3.3.22	The divine oblation is like the right hand.
3.3.23	As in the case of the left, so in the case of cremation grounds.
3.3.24	As in the case of creation grounds, so in the rites of the sorcerers.
3.3.25	Some indeed say that one who has faith and performs sacrifices in any country at all prospers.
3.4.1	Whatever is the essence of the sacrifice, by that they proceed towards the east. Then this remnant of the sacrifice remains, which is called "rjiṣa". They should not throw it away for the sake of growth, nor should they offer it into the fire. They sprinkle it with water.
3.4.2	Water is the peace and foundation of everything.
3.4.3	He who sacrifices, destroys sin. This sin is destroyed, do you carry it away."
3.4.4	They go between the sacrificial post and the heap of grass.
3.4.5	This is the path of the gods.
3.4.6	The sage has found this path, who has said here, by which path the gods drink the Soma?
3.4.7-8	This is the sacred place of the gods, for the sacrifice is indeed a sacred place. Therefore, one should proceed with this alone and emerge with this alone.
3.4.9	The gods, having fallen from the sacrifice, and not having attained this place, were attacked by the Rākṣasas. Agni saw this Samaveda as a destroyer of Rākṣasas, and drove them away with it. The gods made them (the Rākṣasas) thus attacked and driven away. Thus one drives away the Rākṣasa.
3.4.10	"He says, 'Let there be no destruction, let there be no destruction.' Thus he repels the Rakshas.
3.4.11	He says, 'Agni burns and consumes.' He consumes the Rakshas indeed.
3.4.12	The Stobha follows each step for the destruction of the Rakshas.
3.4.13	"Burn the world of the Atri-s! Burn the world of the Atiri-s!" The Atri-s are the evil-doers, the evil-doer-s. He thus repels the evil-doings of the Atri.
3.4.14	Its end is thrice mentioned.
3.4.15	This is indeed the way of killing the Suhata. It does not increase again. It is as if one were to kill the Suhata again and again, taking it up. That is how it is.
3.4.16	This is indeed found in the Atichandas.
3.4.17	This is like the way of the Varana. The Atichandas is like the Varana. Varana is like the forest-dwellers. It is as when one crosses one's own forest without fear. That is how this is.
3.4.18	It is performed on seven steps.
3.4.19	There are seven metres, with four extra. Just as one would cross over fear by all the metres, so is this.
3.4.20	It has three recitations and twenty-one steps. It has three Sāmans, making twenty-four.
3.4.21	Twenty-four half-months make a year, and the year is the Sama.
3.4.22	Now, of this year, the Saman, the day and night are the Hinkara, the half-months are the Prastara, the months are the Adi, the seasons are the Udgitha, the full-moon days are the Pratihara, the Aṣṭaka days are the Upadrava, the new-moon day is the Nidhana.
3.4.23	Now, of this year, the spring is the invocation, the summer the invocation-offering, the rainy season the chanting, the autumn the response, and the winter the conclusion.
3.4.24	Therefore, in the winter, the creatures live as if they were in the conclusion. Now, indeed, it is the form of the conclusion.
3.4.25	They say, "In which direction should they go for the final bath?"
3.4.26	The gods went forward. This is the direction of the gods, namely, the east. May the sacrifice be accomplished in that direction of the gods.
3.4.27	The Dakṣiṇās go away. He who sacrifices destroys sin. This sin is destroyed. The Dakṣiņās carry it away. This is the direction of the Pitrs. May the sacrifice be completed in that direction of the Pitṛs.
3.4.28	The men went towards the west. This is the direction of men. The direction of men, may the sacrifice be established in that.
3.4.29	They went towards the north. This is the northern direction of the stars. The direction of the stars, may the sacrifice establish itself in that.
3.4.30	Therefore, whatever water there is, whether flowing or standing, they should approach.
3.4.31	Whatever deed a learned person performs, he becomes the master of it by knowing, "This is from this."
3.4.32	They say, "They should approach the flowing ones and the standing ones."
3.4.33	The rivers flow into the sea. The sacrificer destroys sin. Let these waters carry away this sin that has been destroyed.
3.4.34	The rivers flow into the ocean. The sacrifice should not be disturbed. Let it stand here.
3.4.35	From here, whichever way the waters may flow, they should flow in that direction.
3.4.36	When a learned person performs an action, he does so with the knowledge of what it is for. By doing so, he becomes more powerful.
3.5.1-2	He injures one with the first (verse), three with the middle (verse), five with the last (verse). He injures one, three, five, seven, nine, eleven, thirteen, fifteen, seventeen, nineteen, twenty-one, twenty-three, twenty-five, twenty-seven, twenty-nine, thirty-one, thirty-three, thirty-five, thirty-seven, thirty-nine, forty-one, forty-three, forty-five, forty-seven, forty-nine, fifty-one, fifty-three, fifty-five, fifty-seven, fifty-nine, sixty-one, sixty-three, sixty-five, sixty-seven, sixty-nine, seventy-one, seventy-three, seventy-five, seventy-seven, seventy-nine, eighty-one, eighty-three, eighty-five, eighty-seven, eighty-nine, ninety-one, ninety-three, ninety-five, ninety-seven, ninety-nine, one hundred, one hundred and one, one hundred and three, one hundred and five, one hundred and seven, one hundred and nine, one hundred and eleven, one hundred and thirteen, one hundred and fifteen, one hundred and seventeen, one hundred and nineteen, one hundred and twenty-one, one hundred and twent-three, one hundred and t-wenty-five, one hundred and seventy-seven, one hundred and ninety-nine, two hundred, two hundred and one, two hundred and three, two hundred and five, two hundred and seven, two hundred and nine, two hundred and eleven, two hundred and thirteen, two hundred and fifteen, two hundred and seventeen, two hundred and nineteen, two hundred and twenty- one, two
3.5.3	The arrow is the first line, the bowstring is the second, when he joins the three, he releases with five.
3.5.4	He who praises with this (verse) overcomes his enemies and becomes superior to them.
3.6.1	He injures three (cows) with the three (verses) going away. He injures three with the three going away. He hurts nine with the three, with the three, and with the three.
3.6.2	One should recite (the verses) while practising sorcery.
3.6.3	The Vajra is three-fold, the Vajra is nine-fold. When he makes the fifteen by means of the three-fold and the nine-fold, he thus properly unites the Vajra.
3.6.4	The Vajra is indeed good in this way, that it is smaller when it is raised and larger when it is thrown.
3.6.5	He thus overcomes his evil foe, and becomes superior to him, who worships with this (Vajra).
3.7.1	One should recite this mantra while performing the rite of subjugation.
3.7.2	The three-fold is indeed the thunderbolt, the fifteen-fold is the thunderbolt, the twenty-seven-fold is the vajra. When one arranges the seventeen by means of the three-fold, fifteen-fold, and twenty-seven-folds, one properly arranges the thunderbolt.
3.7.3	Indeed, the thunderbolt is good in this way: it is smaller when it is thrown and larger when it is struck.
3.8.2	The three-fold is the thunderbolt, the nine-fold is the thunder-bolt. When he makes the twenty-one by the three-fold and nine-fold, he thus properly unites the thunderbolt.
3.8.3	The thunderbolt is indeed well-united in this way. When it is smaller in the beginning and larger in the striking, then he overcomes the evil, the enemy, and becomes superior to himself by means of this praise.
3.9.1	He injures nine (enemies) with three (verses), with three, with three. He injures nine with three, with thee, with three. He injures nine with thee, with thee, and with thee. He injures three with thee, with nine, with three. One who is practising sorcery should recite (this hymn).
3.9.2	The Vajra is indeed the Tri-Nav (three nines). He thus directs the Vajra towards the enemy. For praise. By this he overcomes the evil foe. He becomes superior to his foe. He who praises with this (Vajra).
4.1.1	The first Tri-night ends with Svaranta (the Svaras). The Gayatri.
4.1.2	The Gayatri is indeed the breath. Prajapati is Svar. He indeed attains Prajapati.
4.1.3	The second ends with the Nidhana. It is a Tristubh.
4.1.4	The Tristubh is energy. The man is the Tristubh. He attains the man.
4.1.5	The third ends with the Ida. It is a Jagati.
4.1.6	The Ida is cattle. The Jagati is cattle. The cattle are the Jagati. He attains the cattle.
4.1.7	The first Tri-night is of the Prati-sruta metres. By that it is not deficient.
4.1.8	Then they arrange the metres of the northern (verse). The Tristubh verses are the first verses. The Tristubh metres are in the world, the Jagatī metres in the Jagatī verses, and the Gāyatrī metres in the Gāyatrīs. Thus it is not deficient.
4.1.9	Then they arrange the metres in the supreme (verse). The Jagatī verses are the first. The Jagatī metres are in the Jagatīs, the Tristubh metres in the Tristubhs, and the Gâyatrl metres in the Gâyatris. Thus it is indeed not deficient.
4.1.10	Or, they may be for each other. He makes them go to the desired goal. He attains that goal for which this is brought.
4.1.11	Therefore, the two yoked ones do not pull equally. Therefore, the two turned ones become more pulling. Therefore, the milk flows from both sides.
4.1.12-14	In the three-versed (hymn) other Rsis saw Viraj, and Vasishtha in the four-versed. That which is in the three-versed is not the same as that in the four-verse, for there is another Sama in the one-versed. Whatever is in the four is one Sama, that is the four-versed.
4.1.15	This is what Muñja Sāmaśravas said: "We know this nourishment of the Sāman." Therefore, we do not accept it, lest we fall short of the nourishment of a thousand."
4.1.16	Now Vasishtha, the son of Chaikitana, said: "The Samaveda indeed nourishes more than the other Vedas. One who follows the Samaveda nourishes himself. But this is like the birth of a widow, if there is no fourth (verse). Thus they know. Therefore young Brahmanas, before their life is over, become old. Their wives become widows. If there is another Samaveda in the three verses, and another in the one verse, then the Samaveda in the four verses is the same as the one in the four verses."
4.1.17	The animal that is left over should be offered to Indra-Agni.
4.1.18	Indra and Agni are the most powerful among the gods. They are not exhausted. He thus unites them for the attainment of the heavenly world.
4.1.19	One desiring brahminical lustre should offer a horse to Surya.
4.2.3	The hawk is the swiftest of birds; just as a hawk seizes its prey, so does he seize it with this (verse).
4.2.4	The Pavamāna verses are in the Trivrt (Stoma).
4.2.5	The Trivrt is the swiftiest of Stomas. When it is Trivrt, it is for prosperity.
4.2.6	The two Havirdhāna carts are like a chariot; he thus makes it proceed for him like a chariot, for the purpose of covering.
4.2.7	The Vasat-call is the weapon.
4.2.8	This is the most powerful of the weapons, namely the Sama Veda. He who is invoked with many Vasat-calls, to him he hurls the weapon for covering.
4.2.9	The Brihat and the Rathantara are both (used). With both the Brihat and the Rathaantara he hurls the thunderbolt for covering.
4.2.10	Rathantara is used in the reverse order.
4.2.11	He strikes him with the thunderbolt, with the intention of covering him.
4.2.12	His Rathantara is the background, the Brihat is the Brahman-sāman. This is the thunderbolt-sāman; he strikes him with the intention of concealing him.
4.2.13	If one wishes that he may be destroyed, one should make the Brihat the back-portion, and the Rathantara the Brahman-sastra. The Brihat is the Kshatra, the Rathantara the cattle. By the Kshatra he destroys his cattle. He becomes without cattle, and is destroyed.
4.2.14	If one desires that he may go to the farthest limit and not return, one should make the Rathantara in the Pavamana, the Brihat in the Prstha, the Plava in the Brahma-sastra. Having lifted him up from these worlds by means of the Brihat and Rathantara, he makes him cross over by means of the Plava. He goes to the farthest limit, and does not return.
4.2.15	O Vārsahāra, O Pavamāna, O Sahapāga, O Bhava, the fierce Sāmans are collected for covering.
4.2.16	The sacrificial post is made of oil-bearing wood or of wood with sharp edges.
4.2.17	The sacrificial posts are placed in the direction of the wind.
4.2.18	To Agni Rudravata, the red one.
4.2.19	The Upāṃśu and Antaryāma are placed.
4.2.20	The sacrificial grass is made of reeds for protection.
4.2.21	The sacrificial grass is of the Vibhitaka variety for protection.
4.2.22	The priests wear red turbans and red garments and proceed with the offering for covering.
4.2.23	Nineteen gifts are given.
4.2.24	They indeed lead him to the other world.
4.3.1	The Agniṣṭoma sacrifice has three stomas.
4.3.2	Having performed the Viṣṭutisamandhi, one should offer the sacrifice against an enemy.
4.3.3	The arrow-wound kills before the life-span; when he makes the arrow-wound, he cuts him off before the life- span.
4.3.4	The Trivrt stoma is the most distant; when it is Trivrt, it is the most distant.
4.3.5	It ends with the Vasat-call.
4.3.6	It is performed for seven days. The person against whom this is performed becomes helpless from the seventh person.
4.3.7	It is similar to the other one (i.e. the Shyena).
4.4.1	Now this is the Sandamśa.
4.4.2	One should perform the sacrifice against whom one is performing the rite.
4.4.3	Whatever is difficult to obtain, one obtains it with the Sandamśha.
4.4.4	Just as one would take a piece of meat with tongs, so does he take it with this (verse).
4.4.5	The Stoma becomes Trivrt, the metre Brihatī. The Trivrt is indeed the thunderbolt, the Brihatī the cattle. With the thunderbolt he indeed strikes his cattle, he becomes without cattle.
4.4.6	It becomes Vaiyasva (verse), he makes him without horses.
4.4.7	The Pariṣṭutbhedas are the ones that are performed in the end. It is indeed the one that cuts off the enemy.
4.4.8	The Vārṣāhare and Pavamānamukha are the ones that belong to the Vārṣāhara and Pavamāna. The Ananadam is the one that belongs to Kāśī and Taugava. The fierce Sāmans arise for the purpose of praise.
4.4.9	The Nisaptasahas is the one that is fierce.
4.4.10	The other one is the same as the one of the hawk.
4.5.1	Now, this is the thunderbolt that one should offer when performing an attack. One strikes the enemy with the thunderbolt. It is for the purpose of covering.
4.5.2-6	All (the verses) are fifteen in number. The fifteen is indeed the thunderbolt; he hurls the thunderbolt at him for covering. The eulogy is sixteen in number. Cattle are the eulogies, the sixteen is the thunderbolt; with the thunderbolt he hurls the thunder at him for covering.
4.5.7	The Vajra is the Mahanama, the Vajra is the Sodashi, with the Vajra he strikes the Vajra for covering.
4.5.8	The rest is similar to the previous one.
4.6.1	The Atiratra is the twenty-fourth Pravargya day, the Abhijit, three Svarasama days, the Divakirtti day, three Svarasamas, the Vishvajiti, the Mahavrata and the Atiratra.
4.6.2	The All-gods sat together in a sacrifice with Soma, the king, as their householder. They said, "Soma alone should be our king everywhere." Therefore Soma, the king goes to all the constellations, for Soma is the giver of semen.
4.6.3	They take the embryo of the nine-month year.
4.6.4	The nine-month year is indeed the form of the nine-months. They obtain the nine breaths.
4.6.5	Those who perform these rites attain the light of the living beings who have offspring.
5.1.1	Prajapati performed austerities. When he was performing austerities, his mind was born, thinking, "I shall create the gods." Those gods were created by him. He created the gods during the day and the Asuras at night. When he created the gods during daytime, that became the divinity of the gods. When he created them in the absence of the sun, that became the asurity of the Asuras. When he created those who were drunk, that became the paternity of the Pitrs.
5.1.2	The gods, desiring heaven, practised austerities. When they were practising austerities, the essence was born as the earth, the sky and heaven. They practised austerities towards them. When they were practicing austerities, the Rg Veda was born from the earth, the Yajur Veda from the sky, and the Sama Veda from heaven. They practised towards them. When those were practising austerities the essence was born. From the Rg Veda the Garhapatya fire was born, from the Yajur Veda the Dakshina fire, and from the Sama Veda the Ahavaniya fire. They practised towards those. When those were practicing austerities the person was born with a thousand heads, a thousand eyes, and a thousand feet.
5.1.3	Those gods approached Prajapati, saying, "By means of the body of the Veda, this body of immortality is not attained by death." They said, "What is the name?"
5.1.4	He said, "The name is Yajna."
5.1.5	Prajapati approaches the establishment of the sacrifice immediately. The sacrifice indeed approaches the establishment immediately.
5.1.6	The Garhapatya fire which he lights is the Dikshaniya fire. The Dakshina and Ahavaniya fires which he lights are the Prayaniya fires. The kindling of the Samidhs is the Upasads.
5.1.7	If the ghee which has been heated up spills over, it is called a spilled oblation. The sacrificer then becomes short-lived. A boon should be given. That itself is the atonement.
5.1.8	Now if the ghee spills over, that is called the "spilled" oblation. Then the sacrificer's mind becomes confused. A variegated gift should be given. That itself is the atonement.
5.1.9	If one offers into the Garhapatya, that is the morning pressing. If one offers into the Dakshina Agni, that is the midday pressing. If one makes an offering into the Ahavaniya, that is called "the third pressing".
5.1.10	What he sweeps, that is his Avabhṛtha.
5.1.11	What food he gives, that is for the completion of the Udayanīya and Udasanīya.
5.1.12	Now if the fire being churned does not catch, one should bring another and offer it in this place. One should offer it in the hand of a brahmin, or in the ear of a goat, or in a bunch of Kusha grass, or in water.
5.1.13-15	One who offers a hundred oblations to others is better than one who offers a single oblation to his disciple. One who offers a single hundred oblations to his disciples is better than one offering a single oblation for his son. One who offers oblations to his son is better than one making a single oblation. One who offers to himself is better than one giving a single oblation.
5.1.16	He who, knowing this, offers the Agnihotra, has performed all the sacrifices.
5.2.1	Prajapati performed the Sattra for a thousand years. Prajapati performed a thousand years of the Gavam Ayana. The Gavam Ayana is twelve days, the Atiratra is twelve days, and the Atiratra in the Sodashin. The Sodashin is in the Ukthya, the Ukthya is in the Agnishtoma, the Agnishtoma is in the Isti and Pashu Bandha, the Isti and the Pashu Bandha are in the Agnihotra. He who knows this and offers Agnihotra, all his sacrifices are performed.
5.3.1	Prajapati, for the gods, set up the Udumbara post, without a hole, without a knot, with a broad top, with one joint.
5.3.2	The Udumbara post should be of the height of the sacrificer.
5.3.3	Then the hunchbacks, dwarfs, and the sacrificers, of short stature, with arms raised, should cut it.
5.3.4	The number of layers in the Uḍumbara post is nine in the Agnistoma, eleven in the Vaisvadev stoma, seventeen in the Paundarika, twenty-one in the Aśvamedha, thirty-eight in the Purushamedha and unlimited in the Sarvamedha.
5.3.5	He who knows this, and who erects the Uḍumbare post, attains prosperity.
5.3.6	Prajapati desired, "May I obtain the Apaciti." The Udumbara is energy, food is energy, food (is) the Sama. Therefore, one should give Apaciti to those who know the Sama. One who knows this and erects the Udumbara pole obtains Apaciti.
5.4.1	One makes a sacrificial post, thick at the base, tapering towards the top, of uniform thickness.
5.4.2	The sacrificial post is a thunderbolt; he thus strikes his enemy with the thunderbolt.
5.4.3	He makes it eight-cornered.
5.4.4	He encloses the ten directions. He makes two posts on both sides of the sacrificial post.
5.4.5	They are fifteen, seventeen, or twenty-one cubits in length.
5.4.6	Palasa wood for one who desires prosperity, Bael wood for one who wishes for brahmic glory, Udumbara wood for one who seeks food, Khadira wood for one who wants strength, Vibhitaka and Rajavriksha wood for one who has an enemy, Krmu, Ashvattha, and stone for one who desires fame, whatever is suitable for one who desires cattle.
5.4.7	There, the following are to be avoided: a lump, a wound, a split, a stump, a hunchback, a thorn, a burnt, a dried, a hollow, and a worm-eaten one. These are not recommended.
5.4.8	Now, the recommended ones are pure, continuous, and gradual, which are recommended.
5.4.9	The deities of the four directions of the sacrificial post are Agni in the east, Yama in the south, Varuna in the west, Soma in the north, Aditya, Rudra, Maruts, Vasus, the invincible ancestors in the lower direction, and the Sadhyas in the upper direction.
5.4.10	The sacrificial post is dedicated to all the gods. The sacrificial post is of many forms. Having become the thunderbolt, it stands near the gods.
5.4.11	The gods approached Prajapati, saying, "They strike with the sacrificial post, they raise it up, and they fight with it. What is the nature of the sacrificial post?"
5.4.12	He should dig a hole for the root of the sacrificial post, one cubit deep, with the bark still attached.
5.4.13	What is below the navel belongs to the Fathers; what is above it belongs to men; what is below the girdle belongs to plants and trees; what is above the girdle belongs to all the gods.
5.4.14	They sprinkle, adorn, and cover with a new garment.
5.4.15	That belongs to the Gandharvas and Apsarases.
5.4.16	The cup of Indra is to be made one finger above the cup. That is for the Sadhya gods.
5.4.17	Bowing to the east, this is indeed Vishnu's supreme abode.
5.4.18	Its seasons are its body, the head is the year, and the Vedas are its forms. One who knows this indeed stands firm in the year.
5.5.1	The Brahmanas say: Why does the Brahman sit at sunset and worship the twilight? Why does he stand at sunrise? What is twilight? What is the time of twilight? And what is the nature of twilight?
5.5.2	The gods and the Asuras were competing. The Asuras attacked the sun. The sun was afraid. Its heart stood in the form of a tortoise.
5.5.3	He approached Prajapati. Prajapati saw this remedy for him: truth and reality, the Brahman and the Om, and the three-footed Gāyatrī, the face of Brahman.
5.5.4	Therefore, the Brāhmaṇa worships Sandhyā at the conjunction of day and night, seeing the light of the sun. That is the time of Sandhyā, that is the Sandhyā-ness of Sandhyā. When one worships Sandhyă while sitting in the evening, one conquers the heroic place by that. And when one uses water, those drops become like a thunderbolt. Those drops, having become like a thunderbolt, destroy the Asuras. Then the gods become victorious, and the Asuras become defeated. One's own self becomes victorious, and one's enemy becomes defeated, he who knows this. When one worshops Sandhyā in the evening and morning, one conquers by that the heroic place and the continuous place. He who knows this, his place becomes continuous and uninterrupted.
5.6.1	Now there is the waning and waxing of the moon. When the moon wanes and waxes, we shall explain that.
5.6.2	In the former half of the month the gods are initiated, and in the latter half they consume Soma. There, these three vessels are placed: the vessel of earth, the vessel of space, and the vessel of heaven. The gods, with the heavenly vessel, first consume the fifth portion, the fifth part. The Adityas, with the vessel of space consume the second portion, the tenth part. The Vasus, with the vessel on earth, consume the third portion, the fifteenth part. The sixteenth part remains. The moon has sixteen parts. It enters the plants, trees, cattle, animals, the sun, the Brahman, and the Brahmanas. The gods, led by Indra, who drink Soma and do not drink Soma, like a son, grandson, or great-grandson, who approaches death, when old, afflicted by disease, or about to die, spend that night. That is the state of new moon on the new moon day. Therefore, on the new moon, one should not study.
5.6.3	Then the collection. The Brahmanas collect it from the plants, from the trees, from the cows, from the animals, from the sun and from the Brahman. Hence the name of the Saṁnāyya.
5.6.4	The moon is the creator. The full moon before is Anumati, the one after is Raka. The new moon before is Sinivali, the one after, Kuhu. He who sees after does not see another. That becomes his own pair.
5.6.5	Anumati should be known in Pushya, Sinivali in Dvapara, Raka in Kshambha, and Kuhu in the completed Parva.
5.6.6	If the moon is seen in the sky, then it is known that there is a deficiency. If the moon is complete and Kuhu is not seen, then it is said to be the time of the new moon.
5.7.1	Where did Svāhā originate? Whose daughter is she? By whom was she created? What is her family? How many syllables does she have? How many feet? How many measures? How many colors? How many breaths? What is her body? What are her limbs? How many hairs? How many veins? How many eyes? What is her mouth? What is she covered with? What are her arms? What are her feet? Where is she located? What is her foundation? How do you receive Svāhā? Tell me about the form of Svāhā and her deity.
5.7.2	Svāhā, born of truth, the daughter of Brahman, of Brahmanic nature, of the lineage of Lāta, three syllables, one word, three letters of her, white lotus, and gold, these are her four Vedas, the body, the limbs are the six limbs, the herbs and trees are her hair, she has two heads, one head is the new moon, the second is the full moon, the eyes are the sun and moon, the two oblations are the oblations, the oblation is the dakṣiṇā, the covered one, the Bṛhat and Rathantara are her Rg, Yajus, and Sāman, her movement, that is Svāhā, that is Svadhā, that is the Vaṣaṭkāra, she is employed as Vaṣaṭ in the divine sacrifices, as Svadhā in the Pitṛyajña, she moves over the earth with the mouth of a cart, the sky is her heaven, Agni is her deity, the Brāhmaṇa is her form, whatever desires we offer, may that be ours, may we be the lords of wealth. Svāhā!
5.7.3	He is satisfied by the satisfaction of his progeny, cattle, food, radiance, and spiritual splendor.
6.1.1	Now, we shall explain the peace of the rites of the miraculous.
6.1.2	One should offer oblations of Palasha wood eight thousand times.
6.1.3	The eight directions are Indra, Yama, Varuna, Dhana, Agni, Vayu, Soma, and Vishnu.
6.1.4	To Indra, to Indra, to the Maruts, the eagle flying in the sky, the giver of wealth, the divine Savitar, the messenger Agni, we choose, may the wind blow the healing wind, Soma the king, Varuna, this Vishnu has gone forth.
6.1.5	Having recited these eight hundred verses beginning with the Sāman, and having recited the Svāstīvara, one attains welfare.
6.1.6	Svāstīda, Viśaspati, Svāstyayan, Tārkṣya, Ariṣṭanemi, Tyamūṣu, Vājin, Devājūta, Āyur, Viśvāyu, Live for a hundred years, increase in autumn.
6.1.7	Having thus arranged the requisites and having recited the benediction, one attains welfare. One attains welfare.
6.2.1	The gods and the Asuras competed with each other in these worlds. The gods approached Prajapati. He gave them this divine peace.
6.2.2	They then conquered the Asuras by means of the peace-making (rites). Then the gods became victorious, the Asuras were defeated. He who knows this becomes victorious, his foe is defeated.
6.2.3	Then, having offered the morning oblation in the morning, one should bring or have brought Kuśa grass, Śamī leaves, Vīraṇa grass, curd, ghee, mustard seeds, fruit-bearing Apāmārga, Śirīṣa - having bathed, restrained, pure, wearing clean clothes, having smeared and sprinkled a raised platform, having drawn the auspicious marks, having sprinkled with water, having kindled the fire, having performed the rites of the daily routine, having cooked rice, milk-rice, barley, red milk-rice, curd, milk, ghee, and milk-rice with ghee - these are the separate offerings with ghee, or milk-rice for all.
6.3.1	He turns towards the eastern direction.
6.3.2	Now, when there is a breaking of the gem, the gem-pot, the pot, the ladle, or the pestle, or when there is a quarrel with the king's family, or when the chief elephants and horses are killed in the breaking of the chariot, umbrella, bed, seat, house, flag, banner, or house, all these are the wonderful expiations of Indra.
6.3.3	Having offered the oblation of cooked rice to Indra, he offers five oblations of ghee with the mantras: "To Indra, to Indra, to the Maruts." Having offered with the Vyāhṛtis, he should then sing the Sāman.
6.4.1	He turns towards the southern direction.
6.4.2	Now, when in his progeny, in his cattle, in his body, various kinds of diseases, or excessive sleep, or insomnia, or excessive eating, or fasting, or idleness, or wounds, or indigestion, or drowsiness, and so on, occur, all these are the omens of Yama, and require expiation.
6.4.3	Having offered the oblation of Sūpārna in heaven, he offers five oblations of ghee with the mantras: "Svāhā to Yama, to the lord of the departed, to the one with the staff in hand, to the lord, to the one who pacifies all sins." Having offered with the Vyāhṛti mantras, then he should sing the Sāman.
6.5.1	He turns towards the western direction.
6.5.2	Now, when the crops in his fields and houses are afflicted by various kinds of calamities, such as those caused by rats, birds, ants, moths, earthworms, parrots, antelopes, and insects, all these are considered auspicious and require expiatory rites dedicated to the deity Varuna.
6.5.3	Having offered the Ghritavati oblation, he offers five oblations of ghee with the mantras: "To Varuna, svāhā! To the Lord of Waters, svāhā!" "To the one with a noose in hand, svāhā" "To the Lord, svāhā." "To the one who pacifies all sins, svāhā". Having offered with the Vyāhṛti mantras, then he should sing the Sāman.
6.6.1	He turns towards the northern direction.
6.6.2	Now, when there is a separation from his gold, silver, excellent garments, diamonds, lapis lazuli, pearls, and gems, or when undertakings fail, or when other cruel things happen, or when friends become estranged, or when inauspicious things happen, or if anthills grow on the ground, or if mushrooms grow, or if bees settle down, all these are auspicious omens, and the expiations for them are dedicated to the god Vaishravana.
6.6.3	Having offered the oblation of the Sthalipaka oblation with the verse, "We invoke that god," he offers five oblations of ghee with the verses, "To Vaishravana, the lord of Yakshas, to the one with golden hands, to the lord, to the one who pacifies all sins." Having offered with the Vyahrtis, then he should sing the Sama.
6.7.1	He follows the earth.
6.7.2	When the earth shakes, cracks, roars, trembles, burns, weeps, smokes, suddenly emits water, floats without sinking or rising, and produces flowers and fruits out of season, when a mare gives birth to an elephant calf, when it sinks, when a cow climbs onto a house, or a village cow, these are all omens related to the fire deity, and require atonement.
6.7.3	Having offered the oblation of the Sthalipaka, he offers five oblations of clarified butter with the mantras, "To Agni Svāhā, to the lord of oblations Svāhā, To the one with flames in his hands Svāhā,To the lord Svāhā,to the one who pacifies all sins Svāhā." Having offered with the Vyāhṛti mantras, then he should sing the Sāman.
6.8.1	He moves along the atmosphere.
6.8.2	Now, when the winds blow without any clouds, and when the forms of clouds are seen in the sky, and when there fall from above showers of dust, flesh, bones, and blood, having the shapes of crows, goats, donkeys, herons, pigeons, owls, crows, vultures, hawks, bats, and jackals, and when there are seen pairs of crows, and when one sees a gem-bow at night, and when rabbits enter a village, and when trees ooze out blood, and when the royal family resides in the sky, all these are omens of the wind-god, and require expiatory rites.
6.8.3	Having offered the Sthalipaka oblation, he offers five oblations of ghee with the mantras: "May the wind blow the medicine." "To Vayu, svāhā. To the lord of the great beings, svāhā." "To the one with swift hands, svāhā" "To the lord, svāhā". "To the one who pacifies all sins, svāhā"." Having offered with the Vyāhṛti mantras, then he should sing the Sāman.
6.9.1	He attains heaven.
6.9.2	Now, when there are showers of stars, meteors falling, smoke rising, directions burning, comets rising, smoke arises at the tips of cows' horns, blood flows from cows' udders, and snow falls excessively, all these are auspicious omens related to Soma.
6.9.3	Having offered the oblation to Soma, the king, Varuna, he offers five oblations of ghee with the mantras: "To Soma, svāhā! To the lord of the stars, svāhā!" "To the one with cool hands, svāhā" "To the lord, svāhā." "To the one who pacifies all sins, svāhā". Having offered with the Vyāhṛti mantras, then one should sing the Sāman.
6.10.1	He attains the highest heaven.
6.10.2	Now, when these things happen, the temples of the gods shake, the images of the gods laugh, weep, sing, dance, burst, sweat, open their eyes, close their eyes, go back, the rivers become stagnant, the sun is seen in the sky and is surrounded by a halo, banners, flags, umbrellas, thunderbolts, and horns blaze, embers fall on the horses' manes, and the untanned hides crackle. All these are auspicious omens related to Vishnu.
6.10.3	Having offered the oblation of Sthalipaka, he offers five oblations of ghee with the mantras, "This is Vishnu's stride", "To Vishnu, svāhā", "To the lord of all beings, svāhā","To the wielder of the discus, svāhā" ,"To the lord, svāhā" ,"To the one who pacifies all sins, svāhā". Having offered with the Vyāhṛti mantras, then one should sing the Sama Veda.
6.10.4	The earth is purified by four things: digging, burning, touching, and being trodden by cows, and by the fifth, plastering.
6.10.5	Having brought the materials clockwise, one should invoke blessings on the Brahmins.
6.10.6	Whatever is touched by these materials, one should sprinkle it. It becomes pacified.
6.10.7	The food of a brahmin, gold, a cow, a garment, a horse, and land are the dakshina. Thus it is pacified. For the purpose of pacification, for the purpose of pacifying.
6.11.1	He moves towards the southern direction.
