#Text:Aitareyabrāhmaṇa
#Edition:DCS version
#Notes:Few manual changes (e.g. space before vigraha)
#Todo:Sentence split!


1.1.1	agnir vai devānām avamo viṣṇuḥ paramas tadantareṇa sarvā anyā devatāḥ
2.8.4	so 'je jyoktamām ivāramata tasmād eṣa eteṣām paśūnām prayuktatamo yad ajaḥ
2.8.5	te 'jam ālabhanta so 'jād ālabdhād udakrāmat sa imām prāviśat tasmād iyam medhyābhavad athainam utkrāntamedham atyārjanta sa śarabho 'bhavat
2.8.6	ta eta utkrāntamedhā amedhyāḥ paśavas tasmād eteṣāṃ nāśnīyāt
2.8.7	tam asyām anvagacchan so 'nugato vrīhir abhavat tad yat paśau puroḍāśam anunirvapanti samedhena naḥ paśuneṣṭam asat kevalena naḥ paśuneṣṭam asad iti
2.8.8	samedhena hāsya paśuneṣṭam bhavati kevalena hāsya paśuneṣṭam bhavati ya evaṃ veda
2.9.1	sa vā eṣa paśur evālabhyate yat puroḍāśaḥ
2.9.2	tasya yāni kiṃśārūṇi tāni romāṇi ye tuṣāḥ sā tvag ye phalīkaraṇās tad asṛg yat piṣṭaṃ kiknasās tan māṃsaṃ yat kiṃcitkaṃ sāraṃ tad asthi
2.9.3	sarveṣāṃ vā eṣa paśūnām medhena yajate yaḥ puroḍāśena yajate
2.9.4	tasmād āhuḥ puroḍāśasatraṃ lokyam iti
2.9.5	yuvam etāni divi rocanāny agniś ca soma sakratū adhattam yuvaṃ sindhūṃr abhiśaster avadyād agnīṣomāv amuñcataṃ gṛbhītān iti vapāyai yajati
2.9.6	sarvābhir vā eṣa devatābhir ālabdho bhavati yo dīkṣito bhavati tasmād āhur na dīkṣitasyāśnīyād iti sa yad agnīṣomāv amuñcataṃ gṛbhītān iti vapāyai yajati sarvābhya eva tad devatābhyo yajamānam pramuñcati tasmād āhur aśitavyaṃ vapāyāṃ hutāyāṃ yajamāno hi sa tarhi bhavatīti
2.9.7	ānyaṃ divo mātariśvā jabhāreti puroḍāśasya yajati
2.9.8	amathnād anyam pari śyeno 'drer itīta iva ca hy eṣa ita iva ca medhaḥ samāhṛto bhavati
2.9.9	svadasva havyā sam iṣo didīhīti puroḍāśasviṣṭakṛto yajati
2.9.10	havir evāsmā etat svadayatīṣam ūrjam ātman dhatte
2.9.11	iḍām upahvayate paśavo vā iḍā paśūn eva tad upahvayate paśūn yajamāne dadhāti
2.10.1	manotāyai haviṣo 'vadīyamānasyānubrūhīty āhādhvaryuḥ
2.10.2	tvaṃ hy agne prathamo manoteti sūktam anvāha
2.10.3	tad āhur yad anyadevatya uta paśur bhavaty atha kasmād āgneyīr eva manotāyai haviṣo 'vadīyamānasyānvāheti
2.10.4	tisro vai devānām manotās tāsu hi teṣām manāṃsy otāni vāg vai devānām manotā tasyāṃ hi teṣām manāṃsy otāni gaur vai devānām manotā tasyāṃ hi teṣām manāṃsy otāny agnir vai devānām manotā tasmin hi teṣām manāṃsy otāny agniḥ sarvā manotā agnau manotāḥ saṃgacchante tasmād āgneyīr eva manotāyai haviṣo 'vadīyamānasyānvāha
2.10.5	agnīṣomā haviṣaḥ prasthitasyeti haviṣo yajati
2.10.6	haviṣa iti rūpasamṛddha prasthitasyeti rūpasamṛddhā
2.10.7	sarvābhir hāsya samṛddhibhiḥ samṛddhaṃ havyaṃ devān apyeti ya evaṃ veda
2.10.8	vanaspatiṃ yajati prāṇo vai vanaspatiḥ
2.10.9	jīvaṃ hāsya havyaṃ devān apyeti yatraivaṃ vidvān vanaspatiṃ yajati
2.10.10	sviṣṭakṛtaṃ yajati pratiṣṭhā vai sviṣṭakṛt pratiṣṭhāyām eva tad yajñam antataḥ pratiṣṭhāpayati
2.10.11	iḍām upahvayate paśavo vā iḍā paśūn eva tad upahvayate paśūn yajamāne dadhāti dadhāti
2.11.1	devā vai yajñam atanvata tāṃs tanvānān asurā abhyāyan yajñaveśasam eṣāṃ kariṣyāma iti tān āprīte paśau pura iva paryagner yūpam prati purastād upāyaṃs te devāḥ pratibudhyāgnimayīḥ puras tripuram paryāsyanta yajñasya cātmanaś ca guptyai tā eṣām imā agnimayyaḥ puro dīpyamānā bhrājamānā atiṣṭhaṃs tā asurā anapadhṛṣyaivāpādravaṃs te 'gninaiva purastād asurarakṣāṃsy apāghnatāgninā paścāt
2.11.2	tathaivaitad yajamānā yat paryagni kurvanty agnimayīr eva tat puras tripuram paryasyante yajñasya cātmanaś ca guptyai tasmāt paryagni kurvanti tasmāt paryagnaye 'nvāha
2.11.3	taṃ vā etam paśum āprītaṃ santam paryagnikṛtam udañcaṃ nayanti
2.11.4	tasyolmukam purastād dharanti
2.11.5	yajamāno vā eṣa nidānena yat paśur anena jyotiṣā yajamānaḥ purojyotiḥ svargaṃ lokam eṣyatīti tena jyotiṣā yajamānaḥ purojyotiḥ svargaṃ lokam eti
2.11.6	taṃ yatra nihaniṣyanto bhavanti tad adhvaryur barhir adhastād upāsyati
2.11.7	yad evainam ada āprītaṃ santam paryagnikṛtam bahirvedi nayanti barhiṣadam evainaṃ tat kurvanti
2.11.8	tasyovadhyagohaṃ khananti
2.11.9	auṣadhaṃ vā ūvadhyam iyaṃ vā oṣadhīnām pratiṣṭhā tad enat svāyām eva pratiṣṭhāyām antataḥ pratiṣṭhāpayanti
2.11.10	tad āhur yad eṣa havir eva yat paśur athāsya bahv apaiti lomāni tvag asṛk kuṣṭhikāḥ śaphā viṣāṇe skandati piśitaṃ kenāsya tad āpūryata iti
2.11.11	yad evaitat paśau puroḍāśam anunirvapanti tenaivāsya tad āpūryate
2.11.12	paśubhyo vai medhā udakrāmaṃs tau vrīhiś caiva yavaś ca bhūtāv ajāyetāṃ tad yat paśau puroḍāśam anunirvapanti samedhena naḥ paśuneṣṭam asat kevalena naḥ paśuneṣṭam asad iti
2.11.13	samedhena hāsya paśuneṣṭam bhavati kevalena hāsya paśuneṣṭam bhavati ya evaṃ veda
2.12.1	tasya vapām utkhidyāharanti tām adhvaryuḥ sruveṇābhighārayann āha stokebhyo 'nubrūhīti
2.12.2	tad yat stokāḥ ścotanti sarvadevatyā vai stokā nen ma ime 'nabhiprītā devān gacchān iti
2.12.3	juṣasva saprathastamam ity anvāha
2.12.4	vaco devapsarastamam havyājuhvāna āsanīti
2.12.5	agner evaināṃs tad āsye juhoti
2.12.6	imaṃ no yajñam amṛteṣu dhehīti sūktam anvāha
2.12.7	imā havyā jātavedo juṣasveti havyajuṣṭim āśāste
2.12.8	stokānām agne medaso ghṛtasyeti medasaś ca hi ghṛtasya ca bhavanti
2.12.9	hotaḥ prāśāna prathamo niṣadyety agnir vai devānāṃ hotāgne prāśāna prathamo niṣadyety eva tad āha
2.12.10	ghṛtavantaḥ pāvaka te stokā ścotanti medasa iti medasaś ca hy eva hi ghṛtasya ca bhavanti
2.12.11	svadharman devavītaye śreṣṭhaṃ no dhehi vāryam ity āśiṣam āśāste
2.12.12	tubhyaṃ stokā ghṛtaścuto 'gne viprāya santyeti ghṛtaścuto hi bhavanti
2.12.13	ṛṣiḥ śreṣṭhaḥ sam idhyase yajñasya prāvitā bhaveti yajñasamṛddhim āśāste
2.12.14	tubhyaṃ ścotanty adhrigo śacīva stokāso agne medaso ghṛtasyeti medasaś ca hy eva hi ghṛtasya ca bhavanti
2.12.15	kaviśasto bṛhatā bhānunāgā havyā juṣasva medhireti havyajuṣṭim evāśāste
2.12.16	ojiṣṭhaṃ te madhyato meda udbhṛtam pra te vayaṃ dadāmahe ścotanti te vaso stokā adhi tvaci prati tān devaśo vihīti
2.12.17	abhy evaināṃs tad vaṣaṭkaroti yathā somasyāgne vīhīti
2.12.18	tad yat stokāḥ ścotanti sarvadevatyā vai stokās tasmād iyaṃ stokaśo vṛṣṭir vibhaktopācarati
2.13.1	tad āhuḥ kā svāhākṛtīnām puronuvākyāḥ kaḥ praiṣaḥ kā yājyeti
2.13.2	yā evaitā anvāhaitāḥ puronuvākyā yaḥ praiṣaḥ sa praiṣo yā yājyā sā yājyā
2.13.3	tad āhuḥ kā devatāḥ svāhākṛtaya iti
2.13.4	viśve devā iti brūyāt
2.13.5	tasmāt svāhākṛtaṃ havir adantu devā iti yajantīti
2.13.6	devā vai yajñena śrameṇa tapasāhutibhiḥ svargaṃ lokam ajayaṃs teṣāṃ vapāyām eva hutāyāṃ svargo lokaḥ prākhyāyata te vapām eva hutvānādṛtyetarāṇi karmāṇy ūrdhvāḥ svargaṃ lokam āyaṃs tato vai manuṣyāś ca ṛṣayaś ca devānāṃ yajñavāstv abhyāyan yajñasya kiṃcid eṣiṣyāmaḥ prajñātyā iti te 'bhitaḥ paricaranta et paśum eva nirāntraṃ śayānaṃ te vidur iyān vāva kila paśur yāvatī vapeti
2.13.7	sa etāvān eva paśur yāvatī vapā
2.13.8	atha yad enaṃ tṛtīyasavane śrapayitvā juhvati bhūyasībhir na āhutibhir iṣṭam asat kevalena naḥ paśuneṣṭam asad iti
2.13.9	bhūyasībhir hāsyāhutibhir iṣṭaṃ bhavati kevalena hāsya paśuneṣṭaṃ bhavati ya evaṃ veda
2.14.1	sā vā eṣāmṛtāhutir eva yad vapāhutir amṛtāhutir agnyāhutir amṛtāhutir ājyāhutir amṛtāhutiḥ somāhutir etā vā aśarīrā āhutayo yā vai kāścāśarīrā āhutayo 'mṛtatvam eva tābhir yajamāno jayati
2.14.2	sā vā eṣā reta eva yad vapā preva vai reto līyate preva vapā līyate śuklaṃ vai retaḥ śuklā vapāśarīraṃ vai reto 'śarīrā vapā yad vai lohitaṃ yan māṃsaṃ taccharīraṃ tasmād brūyād yāvad alohitaṃ tāvat parivāsayeti
2.14.3	sā pañcāvattā bhavati yady api caturavattī yajamānaḥ syād atha pañcāvattaiva vapā
2.14.4	ājyasyopastṛṇāti hiraṇyaśalko vapā hiraṇyaśalka ājyasyopariṣṭād abhighārayati
2.14.5	tad āhur yaddhiraṇyaṃ na vidyeta kathaṃ syād iti dvir ājyasyopastīrya vapām avadāya dvir upariṣṭād abhighārayati
2.14.6	amṛtaṃ vā ājyam amṛtaṃ hiraṇyaṃ tatra sa kāma upāpto ya ājye tatra sa kāma upāpto yo hiraṇye tatpañca sampadyante
2.14.7	pāṅkto 'yam puruṣaḥ pañcadhā vihito lomāni tvaṅ māṃsam asthi majjā sa yāvān eva puruṣas tāvantaṃ yajamānaṃ saṃskṛtyāgnau devayonyāṃ juhoty agnir vai devayoniḥ so 'gner devayonyā āhutibhyaḥ sambhūya hiraṇyaśarīra ūrdhvaḥ svargaṃ lokam eti
2.15.1	devebhyaḥ prātaryāvabhyo hotar anubrūhīty āhādhvaryuḥ
2.15.2	ete vāva devāḥ prātaryāvāṇo yad agnir uṣā aśvinau ta ete saptabhiḥ saptabhiś chandobhir āgacchanti
2.15.3	āsya devāḥ prātaryāvāṇo havaṃ gacchanti ya evaṃ veda
2.15.4	prajāpatau vai svayaṃ hotari prātaranuvākam anuvakṣyaty ubhaye devāsurā yajñam upāvasann asmabhyam anuvakṣyaty asmabhyam iti sa vai devebhya evānvabravīt
2.15.5	tato vai devā abhavan parāsurāḥ
2.15.6	bhavaty ātmanā parāsya dviṣan pāpmā bhrātṛvyo bhavati ya evaṃ veda
2.15.7	prātar vai sa taṃ devebhyo 'nvabravīd yat prātar anvabravīt tat prātaranuvākasya prātaranuvākatvam
2.15.8	mahati rātryā anūcyaḥ sarvasyai vācaḥ sarvasya brahmaṇaḥ parigṛhītyai yo vai bhavati yaḥ śreṣṭhatām aśnute tasya vācam proditām anupravadanti tasmān mahati rātryā anūcyaḥ
2.15.9	purā vācaḥ pravaditor anūcyaḥ
2.15.10	yad vāci proditāyām anubrūyād anyasyaivainam uditānuvādinaṃ kuryāt
2.15.11	tasmān mahati rātryā anūcyaḥ
2.15.12	purā śakunivādād anubrūyāt
2.15.13	nirṛter vā etan mukhaṃ yad vayāṃsi yacchakunayas tad yat purā śakunivādād anubrūyān māyajñiyāṃ vācam proditām anupravadiṣmeti tasmān mahati rātryā anūcyaḥ
2.15.14	atho khalu yadaivādhvaryur upākuryād athānubrūyāt
2.15.15	yadā vā adhvaryur upākaroti vācaivopākaroti vācā hotānvāha vāgghi brahma tatra sa kāma upāpto yo vāci ca brahmaṇi ca
2.16.1	prajāpatau vai svayam hotari prātaranuvākam anuvakṣyati sarvā devatā āśaṃsanta mām abhi pratipatsyati mām abhīti sa prajāpatir aikṣata yady ekāṃ devatām ādiṣṭāmabhi pratipatsyāmītarā me kena devatā upāptā bhaviṣyantīti sa etām ṛcam apaśyad āpo revatīr ity āpo vai sarvā devatā revatyaḥ sarvā devatāḥ sa etayarcā prātaranuvākam pratyapadyata tāḥ sarvā devatāḥ prāmodanta mām abhi pratyapādi mām abhīti
2.16.2	sarvā hāsmin devatāḥ prātaranuvākam anubruvati pramodante
2.16.3	sarvābhir hāsya devatābhiḥ prātaranuvākaḥ pratipanno bhavati ya evaṃ veda
2.16.4	te devā abibhayur ādātāro vai na imam prātaryajñam asurā yathaujīyāṃso balīyāṃsa evam iti tān abravīd indro mā bibhīta triṣamṛddham ebhyo 'ham prātar vajram prahartāsmīty etāṃ vāva tad ṛcam abravīd vajras tena yad aponaptrīyā vajras tena yat triṣṭub vajras tena yad vāk tam ebhyaḥ prāharat tenainān ahaṃs tato vai devā abhavan parā asurāḥ
2.16.5	bhavaty ātmanā parāsya dviṣan pāpmā bhrātṛvyo bhavati ya evaṃ veda
2.16.6	tad āhuḥ sa vai hotā syād ya etasyām ṛci sarvāṇi chandāṃsi prajanayed ity eṣā vāva trir anūktā sarvāṇi chandāṃsi bhavaty eṣā chandasām prajātiḥ
2.17.1	śatam anūcyam āyuṣkāmasya śatāyur vai puruṣaḥ śatavīryaḥ śatendriya āyuṣy evainaṃ tad vīrya indriye dadhāti
2.17.2	trīṇi ca śatāni ṣaṣṭiś cānūcyāni yajñakāmasya trīṇi ca vai śatāni ṣaṣṭiś ca saṃvatsarasyāhāni tāvān saṃvatsaraḥ saṃvatsaraḥ prajāpatiḥ prajāpatir yajñaḥ
2.17.3	upainaṃ yajño namati yasyaivaṃ vidvāṃs trīṇi ca śatāni ṣaṣṭiṃ cānvāha
2.17.4	sapta ca śatāni viṃśatiś cānūcyāni prajāpaśukāmasya sapta ca vai śatāni viṃśatiś ca saṃvatsarasyāhorātrās tāvān saṃvatsaraḥ saṃvatsaraḥ prajāpatir yam prajāyamānaṃ viśvaṃ rūpam idaṃ anuprajāyate prajāpatim eva tat prajāyamānam prajayā paśubhir anuprajāyate prajātyai
2.17.5	prajāyate prajayā paśubhir ya evaṃ veda
2.17.6	aṣṭau śatāny anūcyāny abrāhmaṇoktasya yo vā duruktoktaḥ śamalagṛhīto yajetāṣṭākṣarā vai gāyatrī gāyatryā vai devāḥ pāpmānaṃ śamalam apāghnata gāyatryaivāsya tat pāpmānaṃ śamalam apahanti
2.17.7	apa pāpmānaṃ hate ya evaṃ veda
2.17.8	sahasram anūcyaṃ svargakāmasya sahasrāśvīne vā itaḥ svargo lokaḥ svargasya lokasya samaṣṭyai sampattyai saṃgatyai
2.17.9	aparimitam anūcyam aparimito vai prajāpatiḥ prajāpater vā etad ukthaṃ yat prātaranuvākas tasmin sarve kāmā avarudhyante sa yad aparimitam anvāha sarveṣāṃ kāmānām avaruddhyai
2.17.10	sarvān kāmān avarunddhe ya evaṃ veda
2.17.11	tasmād aparimitam evānūcyam
2.17.12	saptāgneyāni chandāṃsy anvāha sapta vai devalokāḥ
2.17.13	sarveṣu devalokeṣu rādhnoti ya evaṃ veda
2.17.14	saptoṣasyāni chandāṃsy anvāha sapta vai grāmyāḥ paśavaḥ
2.17.15	ava grāmyān paśūn runddhe ya evaṃ veda
2.17.16	saptāśvināni chandāṃsy anvāha saptadhā vai vāg avadat tāvad vai vāg avadat sarvasyai vācaḥ sarvasya brahmaṇaḥ parigṛhītyai
2.17.17	tisro devatā anvāha trayo vā ime trivṛto lokā eṣām eva lokānām abhijityai
2.18.1	tad āhuḥ katham anūcyaḥ prātaranuvāka iti
2.18.2	yathāchandasam anūcyaḥ prātaranuvākāḥ prajāpater vā etāny aṅgāni yac chandāṃsy eṣa u eva prajāpatir yo yajate tad yajamānāya hitam
2.18.3	paccho 'nūcyaḥ prātaranuvākaś catuṣpādā vai paśavaḥ paśūnām avaruddhyai
2.18.4	ardharcaśa evānūcyo yathaivainam etad anvāha pratiṣṭhāyā eva dvipratiṣṭho vai puruṣaś catuṣpādāḥ paśavo yajamānam eva tad dvipratiṣṭhaṃ catuṣpātsu paśuṣu pratiṣṭhāpayati tasmād ardharcaśa evānūcyaḥ
2.18.5	tad āhur yad vyūḍhaḥ prātaranuvākaḥ katham avyūḍho bhavatīti yad evāsya bṛhatī madhyān naitīti brūyāt teneti
2.18.6	āhutibhāgā vā anyā devatā anyāḥ stomabhāgāś chandobhāgās tā yā agnāv āhutayo hūyante tābhir āhutibhāgāḥ prīṇāty atha yat stuvanti ca śaṃsanti ca tena stomabhāgāś chandobhāgāḥ
2.18.7	ubhayyo hāsyaitā devatāḥ prītā abhīṣṭā bhavanti ya evaṃ veda
2.18.8	trayastriṃśad vai devāḥ somapās trayastriṃśad asomapā aṣṭau vasava ekādaśa rudrā dvādaśādityāḥ prajāpatiś ca vaṣaṭkāraś caite devā somapā ekādaśa prayājā ekādaśānuyājā ekādaśopayājā ete 'somapāḥ paśubhājanāḥ somena somapān prīṇāti paśunāsomapān
2.18.9	ubhayyo hāsyaitā devatāḥ prītā abhīṣṭā bhavanti ya evaṃ veda
2.18.10	abhūd uṣā ruśatpaśur ity uttamayā paridadhāti
2.18.11	tad āhur yat trīn kratūn anvāhāgneyam uṣasyam āśvinaṃ katham asyaikayarcā paridadhataḥ sarve trayaḥ kratavaḥ parihitā bhavantīti
2.18.12	abhūd uṣā ruśatpaśur ity uṣaso rūpam āgnir adhāyy ṛtviya ity agner ayoji vāṃ vṛṣaṇvasū ratho dasrāv amartyo mādhvī mama śrutaṃ havam ity aśvinor evam u hāsyaikayarcā paridadhataḥ sarve trayaḥ kratavaḥ parihitā bhavanti bhavanti
2.19.1	ṛṣayo vai sarasvatyāṃ satram āsata te kavaṣam ailūṣaṃ somād anayan dāsyāḥ putraḥ kitavo 'brāhmaṇaḥ kathaṃ no madhye 'dīkṣiṣṭeti tam bahir dhanvodavahann atrainam pipāsā hantu sarasvatyā udakam mā pād iti sa bahir dhanvodūḍhaḥ pipāsayā vitta etad aponaptrīyam apaśyat pra devatrā brahmaṇe gātur etv iti tenāpām priyaṃ dhāmopāgacchat tam āpo 'nūdāyaṃs taṃ sarasvatī samantam paryadhāvat
2.19.2	tasmāddhāpy etarhi parisārakam ity ācakṣate yad enaṃ sarasvatī samantam parisasāra
2.19.3	te vā ṛṣayo 'bruvan vidur vā imaṃ devā upemaṃ hvayāmahā iti tatheti tam upāhvayanta tam upahūyaitad aponaptrīyam akurvata pra devatrā brahmaṇe gātur etv iti tenāpām priyaṃ dhāmopāgacchann upa devānām
2.19.4	upāpām priyaṃ dhāma gacchaty upa devānāṃ jayati paramaṃ lokaṃ ya evam veda yaś caivaṃ vidvān etad aponaptrīyaṃ kurute
2.19.5	tat saṃtatam anubrūyāt
2.19.6	saṃtatavarṣī ha prajābhyaḥ parjanyo bhavati yatraivaṃ vidvān etat saṃtatam anvāha
2.19.7	yad avagrāham anubrūyāj jīmūtavarṣī ha prajābhyaḥ parjanyaḥ syāt tasmāt tat saṃtatam evānūcyam
2.19.8	tasya triḥ prathamāṃ saṃtatam anvāha tenaiva tat sarvaṃ saṃtatam anūktam bhavati
2.20.1	tā etā navānantarāyam anvāha
2.20.2	hinotā no adhvaraṃ devayajyeti daśamīm
2.20.3	āvarvṛtatīr adha nu dvidhārā ity avṛttāsv ekadhanāsu
2.20.4	pratiyad āpo adṛśram āyatīr iti pratidṛśyamānāsu
2.20.5	ā dhenavaḥ payasā tūrṇyarthā ity upāyatīṣu
2.20.6	sam anyā yanty upa yanty anyā iti samāyatīṣu
2.20.7	āpo vā aspardhanta vayam pūrvaṃ yajñaṃ vakṣyāmo vayam iti yāś cemāḥ pūrvedyur vasatīvaryo gṛhyante yāś ca prātar ekadhanās tā bhṛgur apaśyad āpo vai spardhanta iti tā etayarcā samajñapayat sam anyā yanty upa yanty anyā iti tāḥ samajānata
2.20.8	saṃjānānā hāsyāpo yajñaṃ vahanti ya evaṃ veda
2.20.9	āpo na devīr upa yanti hotriyam iti hotṛcamase samavanīyamānāsv anvāha vasatīvarīṣv ekadhanāsu ca
2.20.10	aver apo 'dhvaryāu iti hotādhvaryum pṛcchati
2.20.11	āpo vai yajño 'vido yajñam ity eva tad āha
2.20.12	utem anannamur ity adhvaryuḥ pratyāha
2.20.13	utemāḥ paśyety eva tad āha
2.20.14	tāsv adhvaryo indrāya somaṃ sotā madhumantam vṛṣṭivaniṃ tīvrāntam bahuramadhyaṃ vasumate rudravata ādityavata ṛbhumate vibhumate vājavate bṛhaspativate viśvadevyāvate yasyendraḥ pītvā vṛtrāṇi jaṅghanat pra sa janyāni tāriṣaum iti pratyuttiṣṭhati
2.20.15	pratyuttheyā vā āpaḥ prati vai śreyāṃsam āyantam uttiṣṭhanti tasmāt pratyuttheyāḥ
2.20.16	anuparyāvṛtyāḥ
2.20.17	anu vai śreyāṃsam paryāvartante tasmād anuparyāvṛtyā anubruvataivānuprapattavyam
2.20.18	īśvaro ha yady apy anyo yajetātha hotāraṃ yaśo 'rtos tasmād anubruvataivānuprapattavyam
2.20.19	ambayo yanty adhvabhir ity etām anubruvann anuprapadyeta
2.20.20	jāmayo adhvarīyatām pṛñcatīr madhunā paya iti
2.20.21	yo 'madhavyo yaśo 'rtor bubhūṣet
2.20.22	amūr yā upa sūrye yābhir vā sūryaḥ saheti tejaskāmo brahmavarcasakāmaḥ
2.20.23	apo devīr upa hvaye yatra gāvaḥ pibanti na iti paśukāmaḥ
2.20.24	tā etāḥ sarvā evānubruvann anuprapadyetaiteṣāṃ kāmānām avaruddhyai
2.20.25	etān kāmān avarunddhe ya evaṃ veda
2.20.26	emā agman revatīr jīvadhanyā iti sādyamānāsv anvāha vasatīvarīṣv ekadhanāsu ca
2.20.27	agmann āpa uśatīr barhir edam iti sannāsu sa etayā paridadhāti
2.21.1	śiro vā etad yajñasya yat prātaranuvākaḥ prāṇāpānā upāṃśvantaryāmau vajra eva vāṅ nāhutayor upāṃśvantaryāmayor hotā vācaṃ visṛjeta
2.21.2	yad ahutayor upāṃśvantaryāmayor hotā vācaṃ visṛjeta vācā vajreṇa yajamānasya prāṇān vīyāt ya enaṃ tatra brūyād vācā vajreṇa yajamānasya prāṇān vyagāt prāṇa enaṃ hāsyatīti śaśvat tathā syāt tasmān nāhutayor upāṃśvantaryāmayor hotā vācaṃ visṛjeta
2.21.3	prāṇaṃ yaccha svāhā tvā suhava sūryāyety upāṃśum anumantrayeta tam abhiprānet prāṇa prāṇam me yacchety apānaṃ yaccha svāhā tvā suhava sūryāyety antaryāmam anumantrayeta tam abhyapāned apānāpānam me yaccheti vyānāya tvety upāṃśusavanaṃ grāvāṇam abhimṛśya vācaṃ visṛjate
2.21.4	ātmā vā upāṃśusavana ātmany eva taddhotā prāṇān pratidhāya vācaṃ visṛjate sarvāyuḥ sarvāyutvāya
2.21.5	sarvam āyur eti ya evaṃ veda
2.22.1	tad āhuḥ sarpet na sarpet iti sarped iti haika āhur ubhayeṣāṃ vā eṣa devamanuṣyāṇām bhakṣo yad bahiṣpavamānas tasmād enam abhisaṃgacchanta iti vadantaḥ
2.22.2	tat tan nādṛtyam
2.22.3	yat sarped ṛcam eva tat sāmno 'nuvartmānaṃ kuryād ya enaṃ tatra brūyād anuvartmā nvā ayaṃ hotā sāmagasyābhūd udgātari yaśo 'dhād acyoṣṭāyatanāc cyoṣyata āyatanād iti śaśvat tathā syāt
2.22.4	tasmāt tatraivāsīno 'numantrayeta
2.22.5	yo devānām iha somapītho yajñe barhiṣi vedyām tasyāpi bhakṣayāmasīti
2.22.6	evam u hāsyātmā somapīthād anantarito bhavati
2.22.7	atho brūyān mukham asi mukham bhūyāsam iti
2.22.8	mukhaṃ vā etad yajñasya yad bahiṣpavamānaḥ
2.22.9	mukhaṃ sveṣu bhavati śreṣṭhaḥ svānām bhavati ya evaṃ veda
2.22.10	asurī vai dīrghajihvī devānām prātaḥsavanam avāleṭ tad vyamādyat te devāḥ prājijñāsanta te mitrāvaruṇāv abruvan yuvam idaṃ niṣkurutam iti tau tathety abrūtāṃ tau vai vo varaṃ vṛṇāvahā iti vṛṇāthām iti tāv etam eva varam avṛṇātām prātaḥsavane payasyāṃ sainayor eṣācyutā varavṛtā hy enayos tad yad asyai vimattam iva tad asyai samṛddhaṃ vimattam iva hi tau tayā nirakurutām
2.23.1	devānāṃ vai savanāni nādhriyanta ta etān puroḍāśān apaśyaṃs tān anusavanaṃ niravapan savanānāṃ dhṛtyai tato vai tāni teṣām adhriyanta
2.23.2	tad yad anusavanam puroḍāśā nirupyante savanānām eva dhṛtyai tathā hi tāni teṣām adhriyanta
2.23.3	puro vā etān devā akrata yat puroḍāśās tat puroḍāśānām puroḍāśatvam
2.23.4	tad āhur anusavanam puroḍāśān nirvaped aṣṭākapālam prātaḥsavana ekādaśakapālam mādhyaṃdine savane dvādaśakapālaṃ tṛtīyasavane tathā hi savanānāṃ rūpaṃ tathā chandasām iti
2.23.5	tat tan nādṛtyam aindrā vā ete sarve nirupyante yad anusavanam puroḍāśās tasmāt tān ekādaśakapālān eva nirvapet
2.23.6	tad āhur yato ghṛtenānaktaṃ syāt tataḥ puroḍāśasya prāśnīyāt somapīthasya guptyai ghṛtena hi vajreṇendro vṛtram ahann iti
2.23.7	tat tan nādṛtyaṃ havir vā etad yad utpūtaṃ somapītho vā eṣa yadutpūtaṃ tasmāt tasya yata eva kutaś ca prāśnīyāt sarvato vā etāḥ svadhā yajamānam upakṣaranti yad etāni havīṃṣy ājyaṃ dhānāḥ karambhaḥ parivāpaḥ puroḍāśaḥ payasyeti
2.23.8	sarvata evainaṃ svadhā upakṣaranti ya evaṃ veda
2.24.1	yo vai yajñaṃ haviṣpaṅktiṃ veda haviṣpaṅktinā yajñena rādhnoti dhānāḥ karambhaḥ parivāpaḥ puroḍāśaḥ payasyety eṣa vai yajño haviṣpaṅktir haviṣpaṅktinā yajñena rādhnoti ya evaṃ veda
2.24.2	yo vai yajñam akṣarapaṅktiṃ vedākṣarapaṅktinā yajñena rādhnoti su mat pad vag da ity eṣa vai yajño 'kṣarapaṅktir akṣarapaṅktinā yajñena rādhnoti ya evaṃ veda
2.24.3	yo vai yajñaṃ narāśaṃsapaṅktiṃ veda narāśaṃsapaṅktinā yajñena rādhnoti dvinārāśaṃsam prātaḥsavanaṃ dvinārāśaṃsaṃ mādhyaṃdinaṃ savanaṃ sakṛnnārāśaṃsaṃ tṛtīyasavanam eṣa vai yajño narāśaṃsapaṅktir narāśaṃsapaṅktinā yajñena rādhnoti ya evaṃ veda
2.24.4	yo vai yajñaṃ savanapaṅktiṃ veda savanapaṅktinā yajñena rādhnoti paśur upavasathe trīṇi savanāni paśur anūbandhya ity eṣa vai yajñaḥ savanapaṅktiḥ savanapaṅktinā yajñena rādhnoti ya evaṃ veda
2.24.5	harivāṁ indro dhānā attu pūṣaṇvān karambhaṃ sarasvatīvān bhāratīvān parivāpa indrasyāpūpa iti haviṣpaṅktyā yajati
2.24.6	ṛksāme vā indrasya harī
2.24.7	paśavaḥ pūṣānnaṃ karambhaḥ
2.24.8	sarasvatīvān bhāratīvān iti vāg eva sarasvatī prāṇo bharataḥ
2.24.9	parivāpa indrasyāpūpa ity annam eva parivāpa indriyam apūpaḥ
