1.1.1	Now we shall explain the application of the rules of this Veda.
2.16.3	Elsewhere also, at the end of the Rg verses, when the end is being formed, it is formed here only.
2.16.4	"One should recite the verse "O Agni, O swan". The verse "O Atri". One should recite again and again until birth."
2.16.5	Having heard the born, one should continue the remaining with the next Pranava.
2.16.6	With the remaining, the next one.
2.16.7	"Let the people speak, the eater with his hand." The second half of the verse should be recited. "The god, the god of the gods." Two verses. "Agni is kindled by Agni. For you are Agni, O Agni." "They sought the well-intentioned one with sacrifice, the gods with sacrifice." One should recite this.
2.16.8	One should know that the last verse is to be recited everywhere.
2.16.9	The two Virājas are to be offered. The four Prāg-offerings are to be offered before the last one. The four Prāk-offerings are offered before the last offering. The four Prâg-offerings, the four Prâgofferings, the three goddesses, the four Prāgofferings, and the four Prâgaofferings are offered.
2.16.10	Agni, Soma, Savitr, Sarasvatî, Pûshan, the Maruts, the self-luminous ones, all the gods, heaven and earth.
2.16.11	May we today, O Savitar, the All-God, the good Lord, obtain the good, and tomorrow, O Pusan, in thy law. Some of your light we worship, some we worship here. Here be your gifts, O ye who are rich in gifts, for the praise of the bright sun, for the praise.
2.16.12	The nine Anuyājas, six above the first, the goddesses, the doors, may be in the forest of wealth, for the sake of wealth. The goddess Ushas, the goddess Jyoti, the goddess Joṣṭrī, the goddess Urjāhuti, the divine Hotr-priests, the three goddesses, the three goddesses may be in the wood of wealth, for wealth.
2.16.13-14	After the Anuyājas, after the Sūktavāka and the Śamyuvāka, one should not offer the Vājinam to the Vājinis without the Adhiṣṭhā. "May the Vājinīs be favourable to us in our prayers. In every race, O Vājinīs, come!" One should recite the Yajya with the knees raised and without the Adhikaraṇa.
2.16.15	"O Agni, do thou eat!" is the second Vasat-call. Where there is a single call to action, the two Vasat-calls are to be pronounced together. One should repeat twice in such cases.
2.16.16	And there should be no repetition of the subsequent call.
2.16.17	One should wish to receive the oblation like a cake for Vājinī.
2.16.18	"O Adhvaryu, do thou invoke; O Brahman, do thou invoke. O Agnid, do thou invoke."
2.16.19	"Whatever semen is shed by me, whatever goes away from me, whatever is born again, may that be auspicious to me. May that make me strong. I eat of that which is strong and drunk by thee, which is invoked, I eat of that invoked." He should eat the Pranabhakṣa (food).
2.16.20-25	Thus the Adhvaryu, the Brahman, and the Agnidhra. The sacrificer himself, and the others who are initiated, directly. Having performed the Full-moon sacrifice, one should undertake the observances of the Caturmāsyas. One should let the hair grow, or shave the beard, lie down facing downwards, and avoid honey, meat, salt, and the three kinds of writing. One should approach one's wife during the season.
2.17.3	"The god with the divine mind, three times, Ida, the god, Agni, with all the gods, the half-verse should be recited while sitting, the first verse in a low voice, and the last verse in a loud voice."
2.17.4	There, from that place, one moves to another place, reciting the Pranava, without breathing out, and then takes up the next verse.
2.17.5	It is known that the Pranava is continuous with the breath.
2.17.6	Following the northern Agni, one should go to the northern direction.
2.17.7	"Here, the first one has come with the creators, for the great sacrifice. This is the first verse for the king and the vaishya."
2.17.8	Standing behind the northern Veda,
2.17.9	In the case of Soma sacrifices, it is the northern Veda.
2.17.10	Having placed the fire, the Hotṛ, having settled in his own world, the Hotṛ who knows, having placed the two Paridhi-sticks, and having sat down on them, he should release speech with the words "Bhūr Bhuvaḥ Svaḥ".
2.17.11	Also elsewhere, where one recites following.
2.17.12	In the case of standing and instructions, the release of speech is the same.
2.17.13	The Agni-Māntana and other rites are common to all the deities.
2.17.14	In place of the offerings, the sixth and others are Indra-Agni, Maruts, Varuna, Ka
2.17.15	Indra and Agni have gone to the place where Vritra was slain, and the Maruts bestow strength. He who is the lord of the sacrifice, like a king, is the most excellent of all. O Varuna, hear me, I approach you with prayer. The golden embryo has emerged, the first. The Pratiprasthātṛ says this to the sacrificer at the third pressing.
2.17.16	They go to the Avabhrtha when the Soma has been consumed.
2.17.17	There the Avabhrtha-sacrifice is performed.
2.17.18	We shall explain it later. In the two months, the animal-sacrifice to Indra-Agni.
2.18.1	Thus, then the Sāka-medha.
2.18.2	On the previous day, three Iṣṭis are performed as the Anusavana.
2.18.3	In the first (verse) Agni, having a host, (is invoked) for the sake of one having a host. We invoke Agni with hymns. May he protect us from the enemy. With the host, the very generous one, may he be with us. In the second (verse) the Maruts, having increased, the scorching ones, the scorching ones. This is the oblation. O Maruts, if you are angry with us, the Maruts, the purifying ones, the Maruts who purify the house, the Maruts beginning with the offering of clarified butter and ending with the Iḍā.
2.18.4	The householders have come, they are singing the great hymn at dawn.
2.18.5	The two Viras, who are nourished, are to be offered in the Anigada sacrifice.
2.18.6	Also elsewhere, where there is no invocation.
2.18.7	Also in the invocation, in the Pitrya animal sacrifice.
2.18.8	There is much food to be produced in this night.
2.18.9	If it is postponed, they should offer the Pūrṇadava oblation.
2.18.10	In the bull, the roaring one.
2.18.11	Or at the thunder.
2.18.12	Some people make the Agnidhra cry, saying that he is the son of Brahma.
2.18.13	If they were to invoke the Hotar, then the full ladle would fall down and return full again. Like a seller of wool, O hundred-strong one, give me wealth and energy. I give you, give to me. Hold mine, hold yours. Like the waters, like the mother, the giver gives. The giver gives.
2.18.14	To the Maruts, the playful ones, the northern one.
2.18.15	Let the people say, "This is the slayer of Vritra, the unseen one." The two verses are for the slaying of Vritra.
2.18.16	The play of your Maruts, O Sharad, is the great one, those Maruts who are self-moving.
2.18.17	O Agni, the beloved, the great one, the one who brings good fortune, the one who is praised, the one who has been spoken in the Mahendra sacrifice, the one who avoids the bath, the one who eats the food of Varuna.
2.18.18	The places of the seven oblations beginning with the seventh are Indra, Vritrahan, Mahendra, or Visvakarman.
2.18.19	O Indra, the slayer of Vritra, come to us. O great one, O Visvakarman, the giver of wealth, I have grown by offering oblations. Those highest and lowest abodes of yours.
2.19.1	Having gone beyond the fire of the Dakshina, one should offer to the Pitryas.
2.19.2	That is the one ending with Shamyu.
2.19.3	The Hotr, who has forgotten his recitation, should recite the Vasat-call without the Anumantrana-recitation and the Hiṃkāra-recitation.
2.19.4	The rites are performed towards the east.
2.19.5	The other rites are performed in the same way.
2.19.6	The Anvaya-recitation is done three times with the verse, "O Ushanas, we praise you."
2.19.7	The conclusion is done with the last Anuvaka, "May the gods and ancestors lead the sacrificer."
2.19.8	At the place of this (verse) one should invoke Agni Kavya-vahan.
2.19.9	And at the end of the Prajapa one should conclude before the Ajyapas.
2.19.10	And at this place (of the verse) "Agni with the Hotr"
2.19.11	Here there is no Pradesa.
2.19.12	There is no Barhis at the Prajapa and Anuyaja, nor is there eating and being eaten at the Ida.
2.19.13	There is also no Marjanam.
2.19.14	There is no injunction of the Sūktavāka.
2.19.15	One should sit down after saying, "O Hotṛ, I have seen."
2.19.16	The Jīvātumanta-s are seated on the left and right sides, facing east, and they perform with oblations.
2.19.17	The Agnīdhra is on the right, the Adhvaryu on the left. The two Anuvākyas are half the distance apart.
2.19.18	"Om, let there be the invocation with 'svadhā'. Let there be the response with 'svadhă'. Let there be 'anusvadhā'. Let there be sending forth with 'svadhã'.
2.19.19	Those who have gone with 'svadhâ', those who are great with 'svadhà', those who are with 'svadhá', 'svadhā', 'svadhâ' - this is the Vasat call.
2.19.20	The long vowels are always used.
2.19.21	The Fathers are Soma-possessed, Soma is the measure of the Fathers, the Fathers are seated on the sacrificial grass, the Fathers are Agni-possessed, Yama,
2.19.22	Let the lower one rise up, the higher one go down. For by thee our fathers, O Soma, have been invited first. The fathers who are invited, the fathers who are not invited, O Soma, thou knowest their thoughts. Soma gives a cow, Soma gives a swift horse. Thou, O Soma, hast agreed with the fathers. The fathers who sit on the grass have come. I have known the fathers who are far away. Let there be reverence to the fathers today. The fathers who eat Agni, come hither. Those fathers who are here and those who are not here, those who are burnt by Agni and those who are unburnt by Agni, come to this Yamarāstra. The two who are going away follow the great flowing ones.
2.19.23	If the middle oblation is for Yama.
2.19.24	Those who are thirsty, longing for the gods, your Agni, your thoughts, being born with the new, with the sudden.
2.19.25	Agni is the well-done, the carrier of the Kavya.
2.19.26	The natural order is above.
2.19.27	In the action of Vasatkara, above the two portions of clarified butter, due to the omission of the mantra.
2.19.28	And each is an Anuvakya.
2.19.29	The Agni who carries the oblation, thou art Agni, invoked, the knower of beings. At the Samyājyā (oblation).
2.19.30	Having eaten the Pranabhāksas at the Bhāksas, they should strike the sacrificial grass. Having turned towards the south, they stand near the southern fire, after the Prāg and Anuyājas have been performed.
2.19.31	In the absence of the Avritti, the Anatiprāṇita-charya.
2.19.32	The most excellent one, generating the hills, he, indeed, is the giver of wealth, the great one, for the praise of the giver. He has turned back the morning, the first of the sweet ones, when he makes his own body to be firm.
2.19.33	The other two (fires) are covered.
2.19.34	The Āhavanīya fire is seen well. The Gārhapatya fire is Agni, the mind.
2.19.35	One recites this verse, not a hymn.
2.19.36	Then they approach him, reciting, "Do not go away, O Agni, you are ours."
2.19.37	Having completed the Gārhapatya Sūkta with the eastern (verse), they go around to the left, reciting the Tryambaka verses.
2.19.38	There the Adhvaryus perform the rites.
2.19.39	Having returned, they perform the rites with the Aditya verse.
2.19.40	The two verses on Puṣṭi and Dhāyī are Viraj.
2.20.1	On the fifth full moon day, with the Śunaṣīrīya verse.
2.20.2-3	The sacrifice of the Vājasaneyins is to be performed as prescribed in the Veda. The sacrifice of the Vaisvadevas is to be performed according to the rules of the Vājiyas. The sacrifice to Vayu is to be performed in the place of the sixth and other sacrifices. The sacrifice is to be performed to Vayu, to Vayu and Sunaṣīra, to Indra and Sunaṣira, to Indra and Sunahsipati, to Indra and Suparna, to Indra and the Sun, to Indra and Surya, to Indra and Agni, to Indra and Soma, to Indra and Varuna, to Indra and Yama, to Indra and Nirriti, to Indra and Sarasvati, to Indra and Pusan, to Indra and Savitr, to Indra and Dhātar, to Indra and Aryaman, to Indra and Mitra, to Indra and Varuṇa, to Indra and Ananta, to Indra and Bhaga, to Indra and Vishnu, to Indra and Rudra, to Indra, to Indra and Parjanya, to Indra and Vasava, to Indra and Prajapati, to Indra, and to Indra and the Maruts.
2.20.4	O Vayu, come to us, the drinker of pure (Soma), with your steeds, to the one who is devoted to the gods. You are the lord of our minds, the one who has given the offering. O Shunahshepa and Shunahshepa, may you accept this speech. May the reapers of the harvest spread the earth. O Indra, we call upon Shunahshepa in this place for our share in the cattle. May he be present among the cattle. We call upon the one who is present among the horses, cattle, and wealth. May we call upon the generous Indra, the one who is among the horses, among the cattle, and among the wealth. The one who is present, the all-seeing, the bright, has risen up, the wonderful array of the gods. These are the Yajya and Anuvakya verses.
2.20.5	If he is unable to do so, he should offer a sacrifice with an animal.
2.20.6	Or the Cāturmāsya sacrifices again and again.
3.1.1	In the animal sacrifice.
3.1.2	The Iṣṭi is on both sides or on one side.
3.1.3	Or the Agniyești.
3.1.4	Or the Agnāvaiṣṇavī.
3.1.5	Or both.
3.1.6	Or one in front.
3.1.7	The Agnihotra has been mentioned.
3.1.8	Then, having sat down on the sacrificial grass, he should recite the verse "They sprinkle you in the sacrifice, O god-deserving one," with the last statement, and should rest for half an ardha-rc.
3.1.9	"Grow up, O tree, being placed in front of the burning fire. May the two verses, 'May the two verses, "May the two verses be uttered" and "May the two be uttered" be recited. The verse, "The born one is born for the bright days" should be recited. The young one, well-dressed, having covered himself, has come."
3.1.10	Where in one ritual many animals are bound together and are praised without making any sound, saying, "Those whom the men who desire the gods have bound together," with six verses.
3.1.11	Some do it with five verses without repetition.
3.1.12	The churning of fire has been mentioned. The oblations of clarified butter are offered before and after the offering. In the invocation, the deity of the animal is followed by the tree.
3.1.13	Having wiped (the fire) with the Sammārgās, he should offer the oblations.
3.1.14	May he be agreeable to speech, may he be agreeable to the lord of speech, O goddess, whatever is the sweetest of speech, in that do thou place me. To Sarasvatī, to speech, svāhā. Having again taken (the oblations), he should offer the five-fold oblation. Svāhā to speech, svāhà to the lord of Speech, svāhā to Sarasvatī, svāhā, to Sarasvatī and the great ones, svāhā.
3.1.15	Soma alone is one.
3.1.16	Having instructed the chastiser with the rite, he should give him the staff with his right and left hands, saying, "I am giving you the staff of Mitra and Varuna, the chastiser, for instruction."
3.1.17	Thus, with the two appropriate ones, the other one is taken with the arms of Mitra-Varuna, the two who rule, with the instruction of the one who rules. "Be without crookedness, be without deceit."
3.1.18	Having taken the right path, one should go beyond the Hotr, taking the staff to the right. One should not touch oneself or others with it, except when instructed.
3.1.19	The other sacrificial implements also should be used, but not in a manner that would cause them to be destroyed.
3.1.20	Standing humbly at the Hotr's seat, holding the staff on the altar, he should recite the instructions and the order.
3.1.21	The Anuvakya should be recited before the instructions, at the time of the announcement.
3.1.22	The Parigni, Stoka, and the Sooktas being carried out.
3.1.23	Soma is seated elsewhere.
3.2.1	There are eleven Prayājas.
3.2.2	Their instructions are given.
3.2.3	The first instruction is given in the first verse, the second in the second verse.
3.2.4	The Maitrāvaruṇa instructs the Hotṛ with instructions sent by the Adhvaryu.
3.2.5	The Hotṛ offers with the Apṛs, which have the form of instructions.
3.2.6	"The Agni is kindled" (is the formula) for the Śunakas. "Accept our kindling wood" (is the verse) for the Vasīṣṭhas. "The Agni is today kindled" (is common to all).
3.2.7	As per the Rṣi.
3.2.8	In the case of Prajāpati, the formula of Jamadagni is common to all.
3.2.9	In the Dasasūkta, the Maitrāvaruṇa recites the verse "Agni is the Hotṛ, sent by the ten" three times in succession.
3.2.10-14	"O Agni, the messenger, the servant, the Hotṛ, he has spoken, Agni has spoken, the servant, he has spoken the command, having spoken the command, he places the staff within the altar." "O Hotṛ, O Agni, the servant, O Agni, he has spoken. The Hotṛ has spoken. The servant has spoken. The command has been spoken. Having spoken the command, one places the staff within." "The Hotṛ has spoken, O Agni, O servant, the servant has spoken. Having spoken, he places the stick within." "O Agni, the servant has been spoken. The servant, the servant, has been spoken. O Agni, the Hotṛ has been spoken." "O servant, the servant. The servant has been spoken." The servant has been mentioned. "O Agni. The servant has not been mentioned." The servant has not mentioned. "The servant has been mentioned." The Hotṛ has been mentioned. The servant has mentioned. "Having spoken the command, the servant places the staff within. Having spoken the truth, the servant places it within." "Having spoken, the servant places within. Having spoken, the servant has placed within." "He places within. He has placed within." The servant has placed within. "Having placed within, the servant has not placed within." The Hotṛ places within. The servant has placed. "Having not placed, the servant has mentioned." The servant places within. The Hotṛ places. The servant has said. "Having said, the servant places." The servant has said.
3.2.15	The truth is above and below the two, other than the twins.
3.2.16	In all the Vedic recitations.
3.2.17	In the effective recitations in the original.
3.2.18	The words of the mantras are indeed original.
3.2.19	Even in the substitutes.
3.2.20	The words "nabhīr upamā me 'do havir" are not to be recited.
3.3.1	O divine Smṛti-s, begin. Let men bring (the Soma). From the source of wisdom, seeking wisdom, let them bring it to the lords of wisdom. O Agni, let them spread the grass. Let his mother, father, brother born of the same womb, friend, companion, follow him. Let them place his feet towards the north. Let them direct his eyes towards the sun, his breath towards the wind, his belly towards space, his ears towards the directions, his body towards the earth. Let them cover him with one garment. Let them cut out the fat from the belly, leaving the navel. Let them stop the heat within. Let them make his chest like a hawk, his arms like a lion, his shoulders like a bull, his waist like a reed, his thighs like a post, his knees like a joint, his shanks like a reed, and his feet like a horse. Let them make him twenty-six crooked. Let them make each part of his body crooked. Let them dig a pit for him in the earth. Let him be united with the Rakṣas. Let them not injure his genitals. Let them not think of his thighs. Let them not be injured by him in his offspring. Let the Smṛti-rs not be injured. Let the Smrti-s be well-smoothened. Let the Smriti-s be smoothened.
3.3.2-4	The Raksas is bound by the Asna. The Smitiras say, "May there be no sin." "One, two, three, four, five, six, seven, eight, nine, ten, eleven, twelve, thirteen, fourteen, fifteen, sixteen, seventeen, eighteen, nineteen, twenty, twenty-one, twenty-two, twenty-three, twenty-four, twenty-five, twenty-six, twenty-seven, twenty-eight, twenty-nine, thirty, thirty-one, thirty-two, thirty-three, thirty-four, thirty-five, thirty-six, thirty-seven, thirty-eight, thirty-nine, forty, forty-one, forty-two, forty-three, forty-four, forty-five, forty-six, forty-seven, forty-eight, forty-nine, fifty, fifty-one, fifty-two, fifty-three, fifty-four, fifty-five, fifty-six, fifty-seven, fifty-eight, fifty-nine, sixty, sixty-one, sixty-two, sixty-three, sixty-four, sixty-five, sixty-six, sixty-seven, sixty-eight, sixty-nine, seventy, seventy-one, seventy-two, seventy-three, seventy-four, seventy-five, seventy-six, seventy-seven, seventy-eight, seventy-nine, eighty, eighty-one, eighty-two, eighty-three, eighty-four, eighty-five, eighty-six, eighty-seven, eighty-eight, eighty-nine, ninety, ninety-one, ninety-two, ninety-three, ninety-four, ninety-five, ninety-six, ninety-seven, ninety-eight
3.3.5	Maitrāvaruṇa.
3.3.6	When the animal is turned around, the Brahman and the sacrificer should turn around the animal.
3.4.1	When the omentum is being roasted, he is sent to recite from the Stoka verses, "Do you accept this offering, O Agni, with your own form."
3.4.2	The invocation has been mentioned for the forms of Svāhā.
3.4.3	The offerings of ghee, the offerings of fat, the offerings of the heart, the offerings of meat, the offerings of marrow, the offerings of blood, the offerings of flesh, the offerings of bone, the offerings of sinew, the offerings of skin, the offerings of hair, the offerings of nails, the offerings of teeth, the offerings of excrement, the offerings of urine, the offerings of ashes, the offerings of smoke, the offerings of fire, the offerings of oblations, the offerings of Soma, the offerings of Agni, the offerings of Svāhā, the offerings of ghee, and the offerings of fat are the offerings.
3.4.4	The offerings of the heart and the offerings of meat are the offerings of the animal.
3.4.5	They are separate and for different deities.
3.4.6	And the Manotā.
3.4.7	Some say that the Manotā is not to be offered.
3.4.8	Their offerings are with signs.
3.4.9	In them, the animal deity for Agni and Soma is the one that is there.
3.4.10	Goat, sheep, cow, ram, calf, horse, and horse are the animals mentioned in the context of the Anvādheśa (the section on the Anvādhas).
3.4.11	Similarly, the Vanaspati, Svishtakrit, and Suktavaka are mentioned in the context.
3.4.12	In the case of the Prajapati-fire, some perform the animal-offering to Vayu, and in the case of the Vayu-fire, the animal-offering of Prajapati. The teachers say that by this the animal-deity is nourished, because of the predominance of the animal-offering.
3.4.13	In the cases of the Puronuvakya-s, where the animal-offering is like the animal-offering, except for the exclusion of the ghee, there is a common offering.
3.4.14	The animal is called Medha Rabhiya.
3.4.15	"The gods have taken, have eaten, have enjoyed, have seized, have increased."
3.5.1	When the oblation of clarified butter has been offered, those who are with Brahma sprinkle themselves in the sacrificial hall, having placed the staff aside, Maitravaruna.
3.5.2	"O waters, carry this away with your friendly (waters). May the plants be friendly. May it be for him who hates us and whom we hate."
3.5.3	This much is the scraping of the animal.
3.5.4	Having gone out by the Tīrtha, one should sit down from the offering of the Purorāśa.
3.5.5	Having performed that, one should perform the Svishtakṛt.
3.5.6	If, however, there are Anvāyātya sacrifices, one should perform them first.
3.5.7	But there is no repetition of their Nigamas.
3.5.8	There is no repetition of other sacrifices after the invocation.
3.5.9	"O Agni, the giver of many gifts, the giver of wealth, the Hotṛ, may he offer the Purorāśa. May you enjoy the offerings. May you shine with the rays of the sun." This is the Purorāsa Svishtakṛt.
3.5.10	Above the Ida.
3.6.1	"You are sent by Manotā. You are the first, O Agni." This is the Avāha.
3.6.2	They move with oblations.
3.6.3	Here, in the case of the Prāṣa, the Maitrāvaruṇa alone is the deity, according to the Aitāreyanas.
3.6.4	In other cases, the deities are the two deities, except the Maitrāvaruṇadevatā.
3.6.5	Because it is seen thus.
3.6.6	The Gaṇḍa is the natural one.
3.6.7	When the Smṛti is born, the modification is meaningless in the case of a difference of meaninglessness.
3.6.8	The Vasahomas should be performed between the Yajyā and the Antarārcā.
3.6.9	The Vanaṣpati and the Prāṣaṇḍa are chanted in the Anuvāka.
3.6.10	The Ajyabhāgas are chanted at the place where the Agni is offered with the Ajya.
3.6.11	The Ida is invoked with the Svishtakṛt, and the Prāsaṇḍas are chanted with the Anuyājas.
3.6.12	The Prāṣaṅgiya Sūktas are chanted at the third place.
3.6.13	The two supreme (verses) are to be recited first: "May the divine tree, the lord of wealth, be taken in the forest of wealth for the sake of wealth. May the divine sacrificial grass, the lord of the Varitīnas, be taken in a forest of wealth for wealth."
3.6.14	One should send forth the Anāvan (verse) and offer the Anāvan sacrifice.
3.6.15	The supreme (verse) has been mentioned.
3.6.16	At the Suvakapraisa (verse) and the first Nigama, while taking the Ajyabhāga verses, it is said here:
3.6.17	Binding the one to the other, binding the one to the one, he binds the animals and the deities.
3.6.18	The animals and the deities are of one kind.
3.6.19	The animals are of one deity.
3.6.20	The northern oblation is with ghee. The oblations are mentioned in the eastern part.
3.6.21	Having completed the injunction, one should strike the stick in the fire at the end of the Anubhrtha.
3.6.22	At Avabhrtha, elsewhere.
3.6.23	Having gone out by the Tīrtha, they should perform the rites of Agni and Pāśu, and should recite the Hṛdayaśūla mantra, saying, "You are the curse, he who hates us and whom we hate, may he be cursed."
3.6.24	He touches it above. The house of the king Varuna is measured on the island. It is golden. May the king who is firm in his vows release us from one abode to another. From one abode to another, O king, may Varuna release us. Whatever sin we have committed against the waters, we confess to Varuna. Therefrom, O Varuna, release us. Do not injure the waters and plants. From all sides you have become. Therefrom, Varuna, release me. May the waters and plants be friendly to us.
3.6.25	Not touching, not looking, not touching, they go forth, making three oblations, one by one.
3.6.26	"You are the kindling of Agni, you are brilliance, give me brilliance." This is the first. "You are the kindler, we kindle." This is the second. "You are kindling, we kindle."
3.6.27	Having come, they stand up and say, "Today we have followed the waters." Then they place the kindling woods, saying, "The kindling wood of Agni," "You are brilliance, give me brilliance, svāhā." "The kindling of Soma," "Protect me from evil, svāhā. You are the kindling of the ancestors, protect me from death, svāhā."
3.6.28	Then the recitation at the end of the rite. This is the ritual for animals.
3.7.1	The injunctions of the gifts have been stated.
3.7.2	The Yajya and Anuvakya verses for them.
3.7.3	The Anuvakya verse is at the beginning of all, then the Yajya verse.
3.7.4	The distinction is due to the deity and the animal.
3.7.5	O Agni, lead us on the good path, O Agni, protect us with your ever-present protectors. O Agni, protect us. O Agni! O Agni! O Agni! O you who are like the sun! O you whose rays are like the sun!
3.7.6	Sarasvati, the one, is among the rivers. May Sarasvati be gracious to us. Sarasvati may lead us to prosperity. She has come forth with her own power, the young maiden, the purifier, the one with the bright life, whose breast is yours, who is yours, who has become yours.
3.7.7	You, O Soma, are the most excellent in counsel. Two (verses). You, O Soma! protect us from all sides. Your abodes are in heaven and on earth. You are the most excellent one in battles, the most excellent one among the enemies. Those who worship your abodes with oblations.
3.7.8	O Pūshan, thy two boats are within the ocean. Two are the directions that Pūshan knows. One is thy bright (boat), the other is thy boat for sacrifice. Pūshan was born on the path of paths, the lord of the path of speech.
3.7.9	O Brihaspati, the highest, the supreme, the highest. O Brihaspati! When the noble one surpasses the noble one, the priests follow him, the praises of him whom the lowing ones lead, the lowing ones, to the father, to the all-gods, to the shining one.
3.7.10	All ye Gods, O ye Maruts, all-knowing, come to the place of sacrifice. May the Gods come to us, may all the Gods come to me. All ye Gods, hear this call of mine, ye who are greater than the greatest, ye who are more than the most. O Agni, go to the place of the messenger, O Marishani.
3.7.11	The men invoke Indra, the knower of the way, for the sake of the great world. O Puruhuta, you have conquered the enemies, the knower, for our welfare, with the horses and the leader.
3.7.12	The pure offerings of you pure Maruts, O Maruts, are firm, full of heroes. The Hotar calls you from the assembly. The singers praise your bright light. Like the last day, they are there for you, the protection that is for him who seeks your shelter.
3.7.13	O Indra and Agni, the two of you, who are invoked, may we be worthy of your gifts. The sage, desiring the praise, wishes to please the most generous ones in the battles. O Indra and Agni, who are invoked,
3.7.14	The god Savitar, the giver of good gifts, the god Savitar, with the good, has come. Two (verses) are recited: "The most intelligent of the poets, the god Savita, the giver of wealth, the giver of strength, the giver of food." Two (verses) are said.
3.7.15	May Varuna stand firm like the sky, like the ocean. This is your own right, O Varuna. You should pay homage to the great Varuna. I come to you with homage and with the Brahman. The Asura who knows all paid homage to the sky and the earth.
3.8.1	Agni and Soma, these two, have given me this. "We have come to Mitra-Varuna, to the one who is agreeable. "O Mitra-Varuna! Give us what is agreeable. You have spread out the garments, the ones that are made of fat. "The golden embryo has emerged first." "The wonderful army of the gods has arisen." "May you be auspicious to us with your eye. May you be auspicious to our eye." "May we be auspicious to you with our eye. May you, O Vayu, be auspicious to our eyes." "May Vayu, the one who is to be approached with gifts, come to us. May the tawny bull, the one who shines, come to us." "The golden-skinned one, the one who has the color of honey, the one who knows the truth, has come to us." The one who is to perform the sacrifice, the one who gives strength, the one who bestows strength, the one whose strength is to be praised, the one who brings strength, the one to be praised, Indra, the one who destroys Vritra, the one who possesses truth, the one who rules, the one who grants strength, the one with the golden skin, the one who causes the sun to rise, the one who makes the sun rise, the one with a golden body, the one who holds the golden body, the golden-bodied one, the one with golden skin, the golden-skinned one. "The gods have generated the divine speech. The gods have generated the one who is born first." "May the golden-winged one, the one from the sky, the great one, the one whose power increases among women, the one whose vow all animals follow, the one whose animals follow the vow, the one whose waters stand in the vow, the lord of prosperity, the one who stands in the vow, that Sarasvati, may we invoke for our welfare."
3.8.2	Thus the animals.
3.8.3	The Somas are both gentle and created.
3.8.4	The Nirmita is for Indra-Agni.
3.8.5	The Saṃvatsara is for six months.
3.8.6	The Prajapati, Upāṃśu, Savitṛ, Sūrya, Viṣṇu, and Viśvakarman are the ones for whom these are prescribed. We shall describe the modifications of the Upāṃśuyāja here.
3.8.7	The Āgu is at the beginning of the Prāṣa.
3.8.8	"Take, eat, give" - these are to be recited in the proper order in a low voice.
3.9.1	In the Sautrāmaṇī sacrifice:
3.9.2	The animals are dedicated to Indra, Agni, and Soma, or to Indra, Agni and Varuna, or to Indra and Savitr. The animal oblations are dedicated to Indra and Varuna.
3.9.3	Having sprinkled the Soma, the Adhvaryu says, "Do you both sprinkle the Soma, O Asvins." The Hotr recites the Puronuvākyā for the Grahas, "Do you two, O Asvins, Indra, the Sutrāmaṇ, and Sarasvati, enjoy the Soma and Sura, drink and become intoxicated with the Soma and Sura. O Hotr, do you offer." This is the Prāṣa. "Do you both, O Asvins like sons to their fathers," is the Yājyā.
3.9.4	"O Agni, do thou drink!" is the Anuvṣṭakāra. "O Agni, drink thou the Soma!" is the Anūcāra. "Your seat is different, O gods, for drinking Soma. We shall drink you in the highest heaven." "Thou art Soma, the strong one." Having looked at the Soma, he says, "This is Soma."
3.9.5	Whatever nectar is here, the son of the Rasis, which Indra drank with Shachi, that I now consume here with a benevolent mind, the king Soma, with this mantra one should consume.
3.9.6	Here is the mantra for consuming the Soma.
3.10.1	Expiation for violation of the rules.
3.10.2	Substitute in case of absence of the prescribed.
3.10.3	If the Anvahitagni is to be taken away, the fires should be taken separately.
3.10.4	Having offered the oblation of the Vājas, he should place it (on the fire).
3.10.5	"This is your natural place of offering." Having heated the kindling woods on the Garhapatya fire,
3.10.6-7	The hands which are thine, O Agni, the body which is thine, come hither, mount on them. Thou, becoming the sacrifice, hast sat down on the sacrifice, the womb of the born Jātavedas. Thus the Agni whose fire has not been transferred, without offering.
3.10.8	If one were to churn the fire-wood by touching the two hands, one should say, "O Jataveda, come down again. Carry our oblation to the gods, knowing. Bestow on us progeny, nourishment, and wealth. Be auspicious to the sacrificer."
3.10.9	Having lit the Ahavaniya fire, one should say "This one is one, the other one is one" while moving it back from the distance of a yoke.
3.10.10	If one should pass beyond (the prescribed time), if one should pass beyond the new or full moon, if one should offer to the fires of another, if another should offer to one's own fires, if another fire should enter one's fires, if the Agnihotra-offering should be made when the oblation is already placed (on the fire), or when it is not yet placed, if a dog or a man should obstruct the path, if one should be lost on a journey, there is an Isti.
3.10.11	Agni is the maker of the path.
3.10.12	"You know the way to the gods, you have gone the way of the gods." The bull is the Dakshina.
3.10.13	In case of a dispute, one should cross over the cow between the fire and the place of sacrifice.
3.10.14	One should sprinkle the dog's foot with ashes, saying, "This is Vishnu's stride."
3.10.15	He should extend the thread between the Garhapatya and the Ahavaniya fires, between the water of the kingdom and the kingdom, saying, "Extending the thread, he seeks the light of the rays."
