1.1.1	We shall explain the sacrifice.
2.8.3	When the invocation is over, he takes the portion of the Brahmana in front of the Ahavaniya.
2.8.4	When that is eaten,
2.8.5	"Thou art Ida, thou art Sona, thou art the maker of Sona. May it bestow on us prosperity in food and good progeny. I eat thee for the sake of the mouth's lustre, for the sake of fragrance, for the sake (of being) edible." The priests eat the oblation after it has been invoked, with the sacrificer as the fifth.
2.8.6	They become silent from the time of wiping.
2.8.7	"The mind is light, the mind is the Jupita." They wipe themselves within the altar, on the strainer.
2.8.8	The Āgrayana is divided into four parts and is offered to the Barhisad deities.
2.8.9	When it is being distributed, he distributes the portion for the sacrificer, saying, "This is for the sacrificer."
2.8.10	Having distributed the largest portion to the Agnidh, he makes it equal to six Avats.
2.8.11	Having approached and having taken it, he pours clarified butter over it. He again pours clarified butter over the Avats.
2.8.12	The portion of heaven, the portion of Agni, the portion of the Adhvaryu, the portion of Agnis, the portion of Tvas, I eat. May there be peace for you. Do not injure me." The Adhvaryu eats.
2.8.13	He takes the portions of the Veda and the Brahman-sacrificer with another vessel.
2.8.14	With another vessel, he takes the portion of the Hotṛ and the Adhvaryus.
2.8.15	The Hotṛ eats with the formula, "Thou art the share of Pṛthivī." The Adhvaryu with the formula, “Thou art the share in the sky." The Brahman with the formula, "Thou art the share for heaven."
2.8.16	The oblation cooked in the Dakṣiṇā fire is great, unlimited, and nourishing. Having poured clarified butter over it, and having placed it within the altar, he says, "Let the Dakṣiṇa-saddest bring it."
2.8.17	He instructs thus.
2.8.18	When the sacrificer says, "To the south", they act as directed.
2.8.19	Having taken the Anvāhārya portion, they return.
2.8.20	Having placed the remnants of the oblations,
2.8.21	and having sprinkled the embers for the Anuyājas,
2.8.22	"O Brahman, we are going to depart, having placed the kindling woods. The Agnidh (priest) should touch the enclosing sticks and the fire each time separately."
2.8.23	This is your Agni, O Agni, with this grow and increase. May your lord of sacrifice grow and increase. Svāhā. Having placed the kindling wood, he sprinkles the enclosing sticks with the grass-blades used for binding the kindling wood. The middle one is sprinkled towards the east, the other two towards the front.
2.8.24	"O Agni, the winner of prizes, we invoke thee, the giver of prizes." This is the mantra recited while performing the rite.
2.8.25	"He who is the lord of beings, Rudra, the youthful one who moves in the grass, may he not harm our cattle. Let this be offered to you, svāhā." Having sprinkled the Sammārgaṇas, he offers them into the Ahavaniya fire.
2.8.26	One should offer on a heap, in a hall, or in a place where cattle graze.
2.8.27	Or he may take it to the other cow-pen or to the other cowherd.
2.9.1	The ghee that is in the Upabṛt, having brought it to the Juhu, he offers three Anuyājas with it, having gone beyond once.
2.9.2	He instructs the first Anuyāja, "Offer to the gods", and the two later ones, "Offer, offer".
2.9.3	He offers the Anuyājas one after another, beginning with the one nearest to the Āghāra, and ending with the one farthest away.
2.9.4	The Prāñca is the best, long, continuous, and the other two are connected with it.
2.9.5	Having returned to his place, he places the ladles in their places.
2.9.6	He arranges them with the Vājavatī verses.
2.9.7	"With the impulse of the horse, with the impulse of the bull, with the impulse, with the impulse (of the horse and the bull), with the impulse of Indra, with the impulse," thus he takes up the Juhu with the right hand stretched out towards the south, with the stones. "Indra has made me," thus he takes down the Upamant with the left hand stretched out towards north. "The Brahman gods have increased," thus he throws the Juhu towards the east with the right hand outstretched towards the south. "Indra and Agni have made me," thus, with the left hand outstretched towards the north, he throws the Upamant towards the west outside the altar.
2.9.8	May the god Savitar ward off him who hates us and whom we hate.
2.9.9	Having sprinkled the Upabhṛt ladle, he anoints the enclosing sticks with it.
2.9.10	"He anoints the middle one with the formula, "For Vasus thee." The one on the right with the formula, "For Rudras thee." The northern one with the formula "For Adityas thee." He anoints the southern one with the formula "For Vasus thee."
2.9.11	Having placed the ladle on the Prāstara, he should recite the verse, "May the heaven and earth, Mitra and Varuna, bless you with rain." Having covered the Prāstāra with the two Viṣṭīrṇas, he should place the two Viṣṇu-bricks on the sacrificial grass.
2.9.12	He anoints the Prāstara ladle with the verse, "The anointed one is released." The ends of the Juhu ladle are placed first, then the middle ones of the Upabhṛt ladle, and then the roots of the Dhruva ladle with the verse "The womb of offspring."
2.9.13	He anoints again in this way.
2.9.14	In the third (verse) the roots are placed first in the Dhruva, the middle ones in the Upabhrit, and the ends in the Juhu.
2.9.15	"In the sky, in the atmosphere, in the earth, in the sky."
2.9.16	Taking a blade of grass for the one who has been anointed, placing it in a known place,
2.9.17	Taking a stone and a branch,
2.9.18	Having gone around the northern boundary,
2.9.19	Having announced, when announced back,
2.10.1	The divine Hotṛs, having been sent by the divine lord of sacrifice, sends the human Hotṛ to the Sūktavāka with the words, "Recite the Sūktas." The Hotṛ responds to the Sūktavaka.
2.10.2	The Adhvaryu strikes the Prastara and the branch with the words, “May the waters increase, may the plants increase.”
2.10.3	"May the gods lick the anointed, may the birds lick, may the wild animals lick. May the tawny one become obedient and go to heaven."
2.10.4	Holding his hand straight, not too high, not too low, not too far, not too near, not too crooked, not too straight.
2.10.5	He turns it as if drawing it down and then up.
2.10.6	When he is told, "This is the sacrificer," he releases the Prastara and instructs the Agnidhra to go.
2.10.7	The Agnidhra raises the Prāstara three times with his joined palms.
2.10.8	He instructs, "Strike!" and the Agnidhra strikes the Prāstāra with the grass that has been taken, saying, "Svāhā to your own bodies."
2.10.9	He points with his fingers three times, saying, "This is it, this is it."
2.10.10	"O Agni, protect my life." He touches the places of the vital airs in the form of the life-force.
2.10.11	He touches this (fire) saying, "Be firm."
2.10.12	The Agnidhra is ordered by the Adhvaryu to say, "Do you speak."
2.10.13	The Adhvaryu says, "The Agnidhra has gone."
2.10.14	The Agnidhra says, "Gone."
2.10.15	The Adhvaryu says, "Listen!" The Agnidhra says, "Let it be heard!"
2.10.16	Starting from the middle enclosing stick, he instructs, "Recite the Svaga for the divine Hotrs, and the Svashti for the human ones. Say 'May there be peace."
2.10.17	The Hotri responds, "May there be peace!"
2.10.18	The Adhvaryu strikes the enclosing sticks.
2.10.19	He strikes the middle one, saying, "Which enclosing stick?"
2.10.20	The other two, saying, "The path of the sacrifice has been prepared."
2.10.21-25	He places the northern end of the ladle on the embers, saying, "May the sacrificer prosper." He recites this to all. Having placed the ladle and the Upabhṛt ladle, he says, "The portions of the dripping are here," and causes the ladles to drip. Having recited the Śamyuvāka, they eat the remnants of the oblations. Having washed the ladle with ghee,
2.11.1	The Adhvaryu takes up the Juhu and Upamshus, the Hotṛ the vessel of melted ghee with the spoon, the Agnidhra goes back. The wives go back, intending to offer the Samyājyā.
2.11.2	The Adhvaryu crosses to the south of the Garhapatya, the others to the north.
2.11.3	He places the two ladles on the Kastrambha-bricks with the formula, "I place you in the seat of your house Agni, the non-moving."
2.11.4	Some say that the Prohanti is the Prohanti of the Dhura, which is the burden.
2.11.5	He pours out on the Sphyi or releases on the Sphyī.
2.11.6	Others, having released (the oblations), sit down on the near side of the Garhapatya and offer the Patnīvats to the Patnīvats with the Dhvanas.
2.11.7	When the Veda is recited by the wife in the latter half, he offers Soma in the latter half and Tvashtri in the former half, and between them he offers the other deities.
2.11.8	When the Parashrita (i.e. the Soma-cup) is removed or not removed, he offers to the wives of the gods.
2.11.9	If the Parashrita is not removed, one desiring a son should offer to Raka, one desiring cattle to Sinivali, and one desiring prosperity to Kuhū.
2.11.10	In front of the wives of the gods, some recite the Raka and Sinivāli.
2.11.11	Having offered to Agni, the Householder, he offers the Sampatnī-offering on the Garhapatya with the ladle, while the wife is associated with him. "The wife and the husband go together to the good deed. They have attained the highest place in the sacrifice. They know each other. They have abandoned evil. They have attained eternal light in heaven."
2.11.12	The Hotṛ anoints the fingers of the sacrificer, anointing the other first and then the former, or vice versa.
2.11.13	Having tasted it,
2.11.14	he touches it with water.
2.11.15	The Adhvaryu puts four drops of clarified butter on the right hand of the Hotṛ.
2.11.16	The Agnīdhra puts six (drops).
2.11.17	The Hotṛ invokes.
2.11.18	The Adhvaryu invokes the Idā, the Agnīdhra.
2.12.1	The wife also participates.
2.12.2	When he is addressed, "This is the sacrifice for the sacrificer," he murmurs, "The sacrifice is for the animal."
2.12.3	The Hotṛ eats the sacrifice that has been addressed.
2.12.4	The sky, invoked, is my father. May the sky, my father, call me. Agni from the Agnidhra for life, for radiance, for living, for prosperity. The Agnidhra eats, saying this. The earth, invoked, is the mother. May the earth, my mother, call me. May Agni from the Agnidhra for life, for brilliance, for living, and for prosperity.
2.12.5	Having drunk silently, he cleanses himself.
2.12.6	Either with the Ida or with the Samyu mantra.
2.12.7	In the case of the Samyu mantra, having taken a grass from the Veda, he should anoint the tip with the Juhu, the middle with the Sruva, the root with the Upasruti and the base with the vessel for ghee.
2.12.8	Its procedure is the same as that of the Prastara.
2.12.9	Having placed the sacrificial grass and wood in the southern fire, he offers the oblations of flour and fruit.
2.12.10	Having mixed the flour with ghee taken in four mouthfuls, he offers to Agni, the unvanquished.
2.12.11	Having taken another four handfuls, having mixed it with flour, having put it in the mortar, having pounded it with the pestle, having put it on the winnowing basket, having put it into the potsherd, having put it together with the drops, he offers the drops. "May all the gods enjoy this oblation. All the many drops that are in the fire, I offer them all, well-offered, well-poured." He offers the flour-paste.
2.12.12	Some recite the following verse first: "You are the god, you are the prosperity." The Hotṛ gives the Veda to the wife.
2.12.13	"You are the Veda, for the Veda, the Veda finds me."
2.12.14	Having made it in the Soma-place, "You are the one with ghee, you are the one with the family."
2.12.15	It is cut.
2.12.16	The Hotṛ cuts.
2.12.17	Some say it is cut three times.
2.12.18	He drives away the hater, he drives away the ill-wisher. The wife knows (the truth).
2.12.19	"He says, "I am binding this (cow)." The halter is tied.
2.12.20	For her, the halter, he brings a full vessel in the palm of his hand.
2.12.21	He mutters, "May it be for life," when it is being brought.
2.12.22	She, having brought it, wipes her mouth and goes as she pleases.
2.12.23	The Hotr priest, reciting the verse "May the one who is full of ghee, the one who is covered with wool, be spread from the Garhapatya to the Ahavaniya," approaches the Adhvaryu.
2.13.1	The Adhvaryu returns as he came.
2.13.2	Having offered the two oblations to Sarasvati, namely "To her who is the bestower of fame" and "To her who bestows beauty,"
2.13.3	Indra, make the minds of the Apānas and the Kehas good and united. Svāhā.
2.13.4	We worship the bull, the horse, the full moon. May it bestow on us abundant wealth, a thousandfold prosperity, for the life-giving Suradha. To the full moon, svāhā. At the full moon, he offers with the ladle the two offerings of the Parvaṇa. At the new moon, he offers the two offerings of Parvaṇa with the ladle. At the full moon, the new moon is auspicious, well-behaved, like a cow, increasing more and more. May it bestow upon us abundant wealth, thousandfold prosperity, for the drinking Suradha. To new moon, svāha. At the new moon, the two offerings of parvaṇa are offered with the ladle.
2.13.5	Some recite the Svishtakrit in front.
2.13.6	O Yajna, your ten forms are worthy of sacrifice. May the sacrificer gratify them with ghee. The one who is praised at the end of the two Naristha verses, the divine sacrificer became immortal.
2.13.7	The gods have allotted to you the share of strength, O Indra, this he delights you with it, may you be satisfied with it.
2.13.8	I am the most meritorious among the gods in the world. This is my desired (share). May it not be shared by another. I am the most excellent one. I offer to the two (Indra and Agni) who know that Indra has allotted to them their share.
2.13.9	O Soma, be thou kind to us, O Indra, at this sacrifice. May no ill-wisher know us, may no enemy know us.
2.13.10	The Brahman is the foundation of the mind, the Brahman is the speech, the Brahman is of the sacrifices, the oblation, the ghee, the excess of the rite, and what is deficient. The sacrifice comes to the joints, arranging (them). The oblation offered with Svāhā goes to the gods. I place your mind in your mind, your breath in your breath. I place your Vyāna and Apāna in your Vyāna and in your Apāna. Having grasped, the sacrificer becomes immortal. Be auspicious to the bipeds and the quadrupeds. Svāhā. He offers to the Naristhas.
2.14.1	To the desired ones, svāhā! To the undesired ones, svāḥ! To the remedy for evil deeds, svāhā. To the atonement, svāhā, to the Nirṛti, svāhā; to the Daurvārdhyā, svāhā to the divine bodies, svāhā To the prosperity, svāhā.
2.14.2	O Agni, may I be free from sin and free from censure. You are indeed free from sin. You are held by a sinless mind. You offer a sinless oblation. Make us sinless. Svāhā. This is my Varuna. I go to you. You are Agni. You are Agni, O Agni. You are free from sin, O Agni. Earth, heaven, and sky. He offers with the Vyāhṛtis one by one, and with all of them together.
2.14.3	The invocation, the over-invocation, the Vasat-invocation, the over-recitation, the excess of rites in the sacrifice, and what is deficient in the rites, the sacrifice, having made the joints, goes to the gods, the oblation offered with Svāhā.
2.14.4	Whatever is not known, is known, is done for the sacrifice, O Agni, you arrange it. You know how it is. Let the oblation offered with Svāhā go to the gods.
2.14.5	I offer the excess in the deficient, I offer the deficient in the excess, I offer the equal in the equal. Let the oblations offered with Svāha go to the gods.
2.14.6	Whatever we did not do, whatever we did not do not, whatever we did, whatever we did do not, whatever was done for us, whatever was not done for us, that, O Vishnu, you establish in the sacrifice. Let the oblation offered with Svāhā go to the gods.
2.14.7	Whatever has been omitted or done wrong in this sacrifice, either by speech or by action, I make amends for it all by this oblation. May all the gods be satisfied with the oblation of ghee. May the oblation offered with "Svāhā" reach the gods.
2.14.8	This is the foundation of Brahman in the mind.
2.14.9	Then the waters are spread out, and they spread out again. The most delicious thought is praised. This ocean is the remedy for all. May the gods be satisfied with the oblation offered.
2.14.10	We have risen above the darkness, we have risen above the bright one.
2.14.11	Whatever evil the Maruts have done to us, whatever evil the Maruts, the destroyers of the gods, have done to us with their speech, they have hurled at us. O Maruts, put that one aside from us.
2.14.12	O Indra, from that which we fear, make us free from fear. O Maghavan, be gracious to us for that. Destroy our enemies and adversaries.
2.14.13	May the Lord of the Visvas, the giver of welfare, the slayer of Vritra, the subduer of enemies, the powerful, the bull-like Indra, come to us, the giver of well-being, the bestower of safety.
2.14.14	May your highest protection be removed.
2.14.15	The sacrifice is equal to a man, the sacrifice is equal to man. Agni, you arrange it accordingly, for you know how it is. Let the oblation offered with svāhā go to the gods.
2.14.16	The Hotr, Agni, knowing the sacrifice, knows the seasons, and offers to the gods at the proper time.
2.14.17	The Adhvaryu offers the oblation with "Svāhā" into the Ahavaniya.
2.15.1	He offers all the expiations.
2.15.2	Having filled the Dhruva vessel,
2.15.3	The gods, knowing the way, standing above the altar, offers three Samitsya-offerings in the Dhruva-vessel.
2.15.4	One, two or three offerings continuously.
2.15.5	Or in a scattered manner.
2.15.6	Or he cuts off the downward-inclined of one whom he hates.
2.15.7	If one desires, "May he be a deceiver," he should offer while standing crooked.
2.15.8	At the middle (of the fire) he offers the sacrificial grass with the syllable svāhā.
2.15.9	Or with a handful of sacrificial grass.
2.15.10	Or after the offering has been made.
2.15.11	Or having offered, he should offer again.
2.15.12	If the sacrificer goes away, having placed the sacrificer's portion in the Dhruva ladle with the words "The world named Vibhān of Prajapati", he should offer it together with the Samishtayajus.
2.15.13	Spread the altar, encircle it, do not injure the sacrificial grass, lying down in the proper place. The golden, green sacrificial grass-blades are the seats of the Hotri priests. These are the seats of sacrifice of the sacrificer. With the seats of the Hotris he spreads the altar.
2.15.14	"For the nourishment of you all" (he says) while taking the Prokṣaṇī water around the Ahavaniya. Having taken it around, he releases it within the altar with the verse, "May he who yoked you release you."
2.15.15	The gods placed the Upavesha on men. Those who are hostile to us, may they be here for us. May the Upavesha and Upviddhi bring us offspring, prosperity, and wealth. May the two-footed and four-footed ones be firm and not depart. Having taken the Upavesha,
2.15.16	"He should throw it on the heap of ashes, saying, 'May he who hates us be thrown on the heap of ash.' Or he should bury it in the heap of ashes."
2.15.17	Drive him away from his abode, the foe who attacks, with the oblation of the one to be driven away, Indra has driven him away. Go to the three Paravatas, go beyond the five peoples, go beyond the three bright ones, as far as the sun is in heaven. Indra, the slayer of Vrtra, may lead thee to the highest Paravata, from which thou shalt not return. He is slain, the one who is to be slain. He whom one hates, one thinks of his destruction in the mind. Let the arrow released fall upon him. It is sharpened by Brahman. Having touched water,
2.15.18	"Who yokes thee? May she release thee." He releases the sacrifice.
2.15.19	He looks at everything.
2.15.20	"The potsherds of the Gharma." The potsherds.
2.15.21	When the full moon has set.
2.16.1	He commences the rite of Vaimṛdha.
2.16.2	Its procedure is explained by the Indra-Agni (offering).
2.16.3	Fifteen kindling verses or seventeen.
2.16.4	At the time of offering, he offers plenty of rice to Indra Vāimṛdha.
2.16.5	At the time of giving Dakṣiṇā, he gives Dakṣiṇās according to his ability.
2.16.6	Here, one can proceed as desired.
2.16.7	But it is regulated by the procedure.
2.16.8	We shall explain the optional rites for the Darśa-Pūrṇamāsa sacrifices.
2.16.9	One who desires prosperity should perform these sacrifices.
2.16.10	One should offer sacrifices on two full-moon days and two new-moon days.
2.16.11	One who wishes to conquer should offer sacrifice on one full-moon day.
2.16.12	One who has an enemy should offer sacrifice on the new-moon day. The sacrifice should be either two or three times the value of the enemy's sacrifice. The thunderbolt strikes the enemy at every step.
2.16.13	The principal offerings should be those to Agni and Soma, for one who has an enemy, for one who is practising sorcery, or for one who is crossing over.
2.16.14	One who desires cattle should offer the sacrifice of the Saṃprastambha rite.
2.16.15	There are many evening milkings and many morning milkings. He offers the sacrifice immediately after the milking.
2.16.16	Or, as they milk the oblation at the new moon, so he should put it in a vessel after milking it. If it is to be used in the morning, he should cook it. At the time of arranging the vessels, he uses the vessels as they are. The Hotr uses the Udumbara vessels and the Mahācāmasas. The Hotr's duties have been explained.
2.16.17	Having placed the two ladles in the Agnidhra-chamber with the cake for Agni, and having crossed (the altar) with the jars, he says, "O Indra, do thou proclaim; let the Brahman invoke; let us worship Indra." As many jars there are, so many Brahmanas, wearing the sacred thread on the right shoulder, should rise up with wooden vessels, and having brought the jars into them, all should offer simultaneously, offering after the Adhvaryu's offering.
2.16.18	One who desires heaven should perform the Dakshayana sacrifice.
2.16.19	There are two full-moon days and two new-moon days.
2.16.20	The Agniya offering is made on the new moon day with eight potfuls of cooked rice, the Agnisomiya offering with eleven potfuls of cooked food, the Agnisomiya offering with eight potfuls, the Maitravaruni offering with milk, the Agnisomia offering with eleven potful of cooked food, and the Agnisomiya with eight potfuls. The Agnisomiya offering is made on new moon day with eleven potfuls, the Agnisomya offering with eight, the Agnisomyia offering with eleven potfulls, and the Agnisaomiya offering with eight potfulls.
2.16.21	His vow is this: He should not speak untruth, should not eat meat, should not approach a woman, his clothes should not be washed in a washing-machine, he should not wear a new garment, should not anoint himself, should approach his wife during her season.
2.16.22	This is the option at the beginning of the Darsha-Paurnamasa sacrifices. One may perform these sacrifices.
2.16.23	Having performed the Full-moon and New-moon sacrifices for fifteen years, he gives them up.
2.17.1	In the afternoon of the New-moon day, he performs the Piṇḍapitṛyajña.
2.17.2	Or under a tree in the sun.
2.17.3	On the day when they do not see the moon in the morning.
2.17.4	If it is seen, he fasts and performs the sacrifice on the next day.
2.17.5	May the water be pure, fit for sacrifice, and auspicious for me. May the cutter not be harmed. May I live a hundred autumns. He cuts the sacrificial grass once, along with its roots.
2.17.6	Having spread the southern fire with darbha grass with their tips pointing towards the south,
2.17.7	having spread the darbha grass towards the north of the fire,
2.17.8	he arranges the balls of rice and the sacrificial vessels for the Pitṛs one by one.
2.17.9	The wooden ladle, the pot, the strainer, the winnowing basket, the black antelope skin, the mortar and pestle.
2.17.10	Having placed the pot filled with grains, the winnower, the wooden ladle, the mortar and the pestle on the other side of the fire, having filled the pot with grains, having wiped it, having offered it once in the winnowing-basket with the formula, "I offer this to the Pitrs,"
2.17.11	To the right of the southern fire, to the south-east or south-west, having spread out a black antelope skin with its head towards the north, and having placed the mortar on it,
2.17.12	the wife stands to the south-west and strikes.
2.17.13	The Parāpau, which is not distinguished from the other offerings, is cooked once, like the rice-gruel in the Dakṣiṇāgni, and is then sprinkled with fresh butter or with butter that has not been heated. It is then removed.
2.17.14	The Meṣaṇa is used to offer the Sthālīpāka.
2.17.15	He offers the first oblation with the formula, "To Soma, the drinker of the father's drink, salutations to Svāhā." The second with the formula, “To Yama, the son of Angiras, the fatherly one, salutations to Svadhā." The third with the formula, "To Agni, the carrier of oblations, the performer of Svishtakrit, salutations to svadha." He offers the rice grains that are in the ladle.
2.19.1	He places the ladle silently.
2.19.2	Those Asuras who, having abandoned their forms, move according to their own will, and who support the cities of others and their own, Agni has driven them away from this world. He fumigates the single-wick lamp of the Dakshina Agni, taking it away to the east and placing it in the eastern direction.
2.19.3	The Asuras and Rakshasas have been driven away. The Veda-knowers have been driven away." Having drawn the sacrificial grass with the tip of the sacrificial grass, he draws the altar with the tip of a wooden sword in the direction of the southern quarter or the south-east quarter.
2.19.4	"May it be raised up." He sprinkles with water.
2.19.5	The sacrificial grass is cut once, soft, tender, for the Fathers I offer it to you. May my Fathers, the Soma-drinkers, the Grandfathers, the Great-Grandfathers, together with their followers, be seated on it. He spreads the sacrificial grass on a single layer, cut once.
2.19.6	On it he places the cooked rice.
2.19.7	He places the unguent, the unguent-stick, the cakes of flour, the pot of water, and the broom on the right side.
2.19.8	The sacrificer, having turned his face towards the east, having placed his left knee on the ground, having cut the grass once, with his right hand turned towards the south, offers three water-libations.
2.19.9	May the fathers, the good ones, be purified. May the grandfathers, the good ones be purified. May great-grandfathers, the good, be purified.
2.19.10	With his right hand turned downwards, he gives three balls of rice.
2.19.11	He gives the ball of rice to the father with the words, "This is yours."
2.19.12	This is for your grandfather. This is for your great-grandfather.
2.19.13	The fourth one silently.
2.19.14	He who has done and not done.
2.19.15	If he does not know the names, he should offer the ball to the father with the words, "Svāhā to the fathers seated in the earth." To the grandfather with the words, “Svāhā to fathers seated in the atmosphere." To the great-grandfather with the words, "Svāhā to Fathers seated in heaven."
2.19.16	If there are two fathers, one should offer two balls, each with the words, "Svāhā to father."
2.19.17	He should give to the father, grandfather, and great-grandfather of the living.
2.19.18	Some say that one should not give to the living.
2.19.19	One should perform only the Homa.
2.19.20	The offering of the ball to the living father and so on is omitted.
2.19.21	Having placed the balls,
2.19.22	The waters, the goddesses, are worshipped with the Svāhā-utterance. May your fathers go to you, the kind ones, carrying nourishment, the waters that flow constantly, the inexhaustible ones. Milk, water, ghee, honey, and juice, the flowing nectar, is the Svāhā. Satisfy my ancestors with three water vessels.
2.19.23	Here, having said, "O fathers, distribute according to your share, may you be satisfied, may you be nourished," he turns away.
2.19.24	He worships the rising sun, reciting, "May the sun be turned away, may the sun be averted."
2.19.25	The Pitrs, having turned away from the heat, and not having turned away from it, eat the remnant of the food. Having said this, he turns back.
2.19.26	He eats the remnant in the vessel with the Avagraha.
2.19.27	Or he sprinkles himself.
2.19.28	One who is afflicted with disease or who desires food should eat. One who, being capable of eating food, does not eat, should eat that. Having eaten,
2.19.29	Here, he gives the unguent and the garment without a bundle.
2.19.30	"Three times he says, 'Anoint!' and three times he says, ‘Anoint!’”
2.19.31	"These are your garments, O Fathers; do not go beyond this, O Fathers." Having cut off the ten-fold woolen garment, he places it in the eastern direction in the early stage of life.
2.19.32	Having cut off his own hair, in the northern direction.
2.19.33	"Obeisance to you, O Fathers, for the life-giving." He worships with salutations.
2.19.34	The Fathers, who are strong, who are worshipped with oblations, may they go to you, the Fathers, who are kind. Carrying strength, the waters that are ever flowing, milk, water, ghee, honey, and juice, the flowing nectar, may they satisfy the Fathers. He makes the three waters flow as they did before.
2.20.1	"Rise up, O Fathers, ye who have gone before, ye who have followed the path of Yama. Let him give us wealth and good things. Do ye proclaim to us the shares of the deities." Thus he makes the Fathers rise.
2.20.2	"Go away, O Fathers," thus he makes them go away.
2.20.3	"Let the Fathers go with the speed of mind," thus he makes the Fathers go.
2.20.4	"We invoke the mind" - with these three verses addressed to the mind, he approaches.
2.20.5	"They desired, they sought" - with the two verses addressed to Prajapati, he responds.
2.20.6	"What is the atmosphere" - with the verse addressed to the Garhapatya, he approaches.
2.20.7	"O Agni, thou hast been our messenger, thou hast made the offerings fragrant, thou hast given them to the Fathers, they have eaten them with their own oblations. Knowing, O Agni, come again, to the Gods." Having thrown the single-wick lamp back,
2.20.8	Having sprinkled the pair of vessels, he takes them.
2.20.9	He places the balls in the pot.
2.20.10-12	"He says, 'I partake of the juice of water and plants; may you bear the embryo created by the beings.' He gives the middle ball to his wife, saying, 'May the fathers place the embryo, the young man with the lotus garland, as a man here.' The wife eats, saying, 'As a man here.' She gives birth to a male child."
2.20.13	Those who are equal, of equal mind, the Pitrs in Yama's kingdom, to them be the world, to them be Svāhā. May the sacrifice be established among the gods. Those who are of the same kind, of equal mind among the living, my own living ones, to them be prosperity. May it be established in me. May there be a hundred years in this world." Having sprinkled them once, he places them on the fire.
2.20.14	He offers water to the balls, or he feeds a brahmin.
2.20.15	Thus it is prescribed for one who has not kindled the fire.
2.20.16	There, those rites which are connected with the offering of oblations are performed in the Upavasana rite.
2.20.17	He offers oblations of excellent quality.
2.20.18	He stands near the fire in which he offers oblations.
2.20.19	Here the Garhapatya rite is omitted.
2.21.1	I am the lord of the earth, I am the lord over the world, I am the ruler of the great being. I shall perform the priestly duties with the blessing of Savitar, the divine Savitar. You are chosen by this, O Brihaspati, the divine Brahman. That I proclaim to the mind. The mind to the Gayatri, the Gayatri to the Tristubh, the Tristubh to the Jagati, the Jagati to the Anushtubh, the Anushtubb to the Brihatl, the Brihatl to the Pankti, the Pankti to Prajapati, Prajapati to the All-gods, the All-gods to Brihaspati, Brihaspati to the Brahman of the gods, I am the Brahman of men. The earth, the heaven, the sky. The Brahman is chosen and recites thus.
2.21.2	"O Vācaspati, protect the sacrifice." Having said this, one should step beyond the Ahavaniya fire towards the south.
2.21.3	"O snake, O son of Dadhi," having removed the grass from the Brahma seat and touching the water,
2.21.4	one sits down, saying, "I go up, I go up, I am going up."
2.21.5	Here do I sit in the abode of Arvāgvāsa, born by the god Savitr. I sit in the house of Brihaspati. I tell this to Agni, this to Vayu, this to Surya, this to the earth. He sits facing the Ahavaniya.
2.21.6	He sits down after the setting.
2.21.7	He restrains speech during the rite.
2.21.8	In the rites where mantras are used, or in those where silence is observed, one may speak as one pleases.
2.21.9	Or one may restrain speech in the Sāmidhenī verses, or in the Prāyaṇīya and Anūyājyā offerings.
2.21.10	If one speaks carelessly, one should recite the Vaisnavi verse and the Vyāhṛtis again and restrain speech.
2.21.11	When it is said, "O Brahman, I am going to offer water," then offer the sacrifice, nourish the deities, may the sacrificer be on the back of heaven, where is the world of the seven sages and their good deeds, there place this sacrifice and the sacrificer. "Om, offer!" He offers with "Om."
2.21.12	He offers with "Om" in all invitations.
2.21.13	Wherever he is invited for a rite, he is invited for all rites.
2.21.14	When it is said, "O Brahman, I am going to sprinkle," one should say, "Sprinkle the sacrifice." Sprinkle the oblations, kindling wood, and sacrificial grass.
2.21.15	When it is said, "O Brahman, I shall take up the northern enclosure," then Brihaspati says, "Take up the Veda, may the gods have their own homes. May the sacrificial grass spread on it. May the earth be benign to us." This is said in the northern enclosure.
2.21.16	When it is said, "O Brahman, I shall recite the Sāmidhenī verses," one should say, "Recite to Prajapati." In the Sāmidhēnī verses.
2.21.17	When it is said, “O Brahman, I will invite the Pravara,” one should say,
2.22.1	"O Lord of Speech, invite the speech. Invite this. Invite the sacrifice to the gods. Invite me among humans." In the Pravara.
2.22.2	"May the deity increase." At every step, he follows with "Om." "May I announce." He announces.
2.22.3	"With the eye of Mitra, I look at you." He looks at the meat being offered.
2.22.4	"Go along the path of truth." He looks at it being carried around.
2.22.5	"With Surya's eye, I see you." He waits for it being carried back.
2.22.6	"For the deity, you." Having received it,
2.22.7-10	"Having placed the grass with the handle towards the east, having arranged it beyond the Ahavaniya fire, he looks at it with the verse, "I look at thee with the eye of Garutman, the bird." Having looked at it, he takes it with the verse,"For thee, O Agni, I take it with the thumb and the middle finger." He eats it with the verse,
2.22.11	"The Brahman's stomach is not digested," he says, and swallows.
2.22.12	He does not send it to the teeth.
2.22.13	"The deities within the waters, may they pacify this oblation offered to them. May the stomach offered to Indra go to the waters." He drinks water.
2.22.14	Having sipped water,
2.22.15	"May I not be touched by the Ghāsinas (demons). Let it be settled above my navel. I place thee in Indra's belly." He touches the region of the navel.
2.22.16	"May my speech be near, may my breath be near." He touches the places of the breath as they are.
2.22.17	"May all my limbs be unharmed." All the limbs.
