1.1.1	Now we shall teach the domestic rites.
1.9.16	Or else, one should offer the fruits of sacrificial plants and trees, or Palāśa wood, after burning them.
1.9.17	"One should offer water at the end," said Pākayajña Iḍa, "for it is indeed offered."
1.9.18	"It is an atonement for what is not offered."
1.9.19	"A brahmin should not be without vows."
1.9.20	"But they also say:"
1.9.12	Now, indeed, Sudas Paijavana, having performed the offering of cooked rice to Indra-Agni, gave away a hundred thousand (cows).
1.9.13	Now, if one does not obtain the oblation or the Hotr priest at the evening and morning offerings or at the Darśa-Pūrṇamāsa sacrifices in the domestic fire, what should one do?
1.9.21	Until the offering is made, he should continue with fasting.
1.9.22	Then when he obtains it, he should offer it.
1.9.23	Thus his vow becomes continuous.
1.9.24	This is the rule for offering oblations from now on.
1.9.25	The word "svāhā" comes at the end of the mantra.
1.9.14	The evening offering does not go beyond the morning offering; the morning offering does not go beyong the evening offering; the new-moon offering does not gobeyond the full-moon offering; the full-moon does not go beyond thenew-moon offering.
1.9.15	One should seek to offer oblations or a Hotr priest within this interval.
1.9.26	In the case of oblations of ghee, one should offer the oblation after consecrating the ghee itself, and not the portions of ghee or the Svishtakrit.
1.9.27	In the case of oblatioṇs of ghee, in the absence of instructions, one should offer oblations with the great Vyāhrtis before and after.
1.9.28	As in the case of taking the hand, so also in the case of the tonsure ceremony, investiture with the sacred thread, and the giving of a cow.
1.9.16	Or else, one should offer the fruits of sacrificial plants and trees, or Palāśa wood, after burning them.
1.9.17	"One should offer water at the end," said Pākayajña Iḍa, "for it is indeed offered."
1.9.18	"It is an atonement for what is not offered."
1.9.19	"A brahmin should not be without vows."
1.9.20	"But they also say:"
1.9.21	Until the offering is made, he should continue with fasting.
1.9.22	Then when he obtains it, he should offer it.
1.9.23	Thus his vow becomes continuous.
1.9.24	This is the rule for offering oblations from now on.
1.9.25	The word "svāhā" comes at the end of the mantra.
1.9.29	When the rite is over, the chanting of the Vamadevya hymn is for peace and for peace.
2.1.1	One should marry on an auspicious lunar day.
2.1.2	One should choose those who are praised by characteristics and are virtuous.
2.1.3	If that is not possible, then one should choose those who have been abandoned.
2.1.4	From a well, a cowpen, a crossroads, a place near a deity, a place near fire, a marshy area.
2.1.5	All of them should be gathered together and the ninth one should be chosen.
2.1.6	Having made them equal in characteristics,
2.1.7	Having placed the hand on the girl, he should give her in marriage. The truth is the first, no one transgresses the truth. This earth is attached to all this. May she be all this. Having taken her name, he should say, "Take one of these."
2.1.8	One should take the one who is taking the four of the former.
1.9.26	In the case of oblations of ghee, one should offer the oblation after consecrating the ghee itself, and not the portions of ghee or the Svishtakrit.
1.9.27	In the case of oblatioṇs of ghee, in the absence of instructions, one should offer oblations with the great Vyāhrtis before and after.
1.9.28	As in the case of taking the hand, so also in the case of the tonsure ceremony, investiture with the sacred thread, and the giving of a cow.
2.1.9	But some others say that it is to be done with the materials of the sacrifice.
2.1.10	One should sprinkle the body of the beloved with barley and peas soaked in wine, thrice on the head, saying, "May your name be known to me." One should then take the name of the husband, ending with "Svaha," and sprinkle the body with the remaining water.
2.1.11	This is a ritual for relatives.
1.9.29	When the rite is over, the chanting of the Vamadevya hymn is for peace and for peace.
2.1.1	One should marry on an auspicious lunar day.
2.1.2	One should choose those who are praised by characteristics and are virtuous.
2.1.3	If that is not possible, then one should choose those who have been abandoned.
2.1.4	From a well, a cowpen, a crossroads, a place near a deity, a place near fire, a marshy area.
2.1.5	All of them should be gathered together and the ninth one should be chosen.
2.1.12	Before the taking of the hand, the fire is set up in a hall that has been plastered.
2.1.13	Then one of the maidens, having filled a pot with water and having put on a garment, having restrained speech, having gone around in front of the fire, stands facing north to the right of the fire.
2.1.14	Another with the Prajana.
2.1.6	Having made them equal in characteristics,
2.1.7	Having placed the hand on the girl, he should give her in marriage. The truth is the first, no one transgresses the truth. This earth is attached to all this. May she be all this. Having taken her name, he should say, "Take one of these."
2.1.8	One should take the one who is taking the four of the former.
2.1.15	They place on a tray, near the fire, four handfuls of rice mixed with Shami and Palasha seeds.
2.1.16	And the son of Drisht.
2.1.17	Then the girl whose hand is to be taken, is bathed with her head.
2.1.18	The husband should put on her an undyed garment, reciting the verse "Ya akrntan" and "Dhatte vasase".
2.1.9	But some others say that it is to be done with the materials of the sacrifice.
2.1.10	One should sprinkle the body of the beloved with barley and peas soaked in wine, thrice on the head, saying, "May your name be known to me." One should then take the name of the husband, ending with "Svaha," and sprinkle the body with the remaining water.
2.1.11	This is a ritual for relatives.
2.1.19	He should recite the verse "Soma gave to Gandharva" while leading her to the fire, wearing the sacrificial thread.
2.1.20	After that, he should recite the verse beginning with "May the path be prepared for me by my husband" while turning a wooden stool or something similar around the fire, with his feet.
2.1.21	If she does not recite, he should recite himself, saying "May the path lead to the east."
2.1.12	Before the taking of the hand, the fire is set up in a hall that has been plastered.
2.1.13	Then one of the maidens, having filled a pot with water and having put on a garment, having restrained speech, having gone around in front of the fire, stands facing north to the right of the fire.
2.1.14	Another with the Prajana.
2.1.22	He should reach the end of the sacrificial grass and the end of the wooden plank.
2.1.23	To the right of the end of the plank, the bride sits down.
2.1.24	With her right shoulder touching the right hand of the groom, she offers six oblations of ghee, starting with "May Agni come first..."
2.1.25	And separately with the great formulas.
2.1.15	They place on a tray, near the fire, four handfuls of rice mixed with Shami and Palasha seeds.
2.1.16	And the son of Drisht.
2.1.17	Then the girl whose hand is to be taken, is bathed with her head.
2.1.18	The husband should put on her an undyed garment, reciting the verse "Ya akrntan" and "Dhatte vasase".
2.1.26	All the women together form the fourth.
2.2.1	One who has offered oblations and then rises up.
2.2.2	The husband, having walked around her, stands facing north, holding the bride's hand.
2.2.3	The mother or brother, taking the rice grains, should approach the bride with the right foot.
2.2.4	The one who holds the hand says, "Climb this stone."
2.2.5	The brother of the bride scatters a handful of parched grains.
2.2.6	He offers it on the fire, with the ladle filled up to the brim, without letting the handful fall, saying, "This woman is speaking."
2.2.7	"Aryaman, the god, and Pusan" are the two verses for the northern direction.
2.1.19	He should recite the verse "Soma gave to Gandharva" while leading her to the fire, wearing the sacrificial thread.
2.1.20	After that, he should recite the verse beginning with "May the path be prepared for me by my husband" while turning a wooden stool or something similar around the fire, with his feet.
2.1.21	If she does not recite, he should recite himself, saying "May the path lead to the east."
2.1.22	He should reach the end of the sacrificial grass and the end of the wooden plank.
2.1.23	To the right of the end of the plank, the bride sits down.
2.1.24	With her right shoulder touching the right hand of the groom, she offers six oblations of ghee, starting with "May Agni come first..."
2.1.25	And separately with the great formulas.
2.2.8	The husband, having performed the Agnihotra, circumambulates the fire, reciting the mantra, "The Brahmana, having performed the sacrifice, gives the daughter to the fathers."
2.2.9	The bride stands, moves, recites, scatters, and offers oblations in the same way.
2.2.10	This is done three times.
2.2.11	Having offered the remaining oblations in the fire with a ladle, they move towards the east, reciting, "One oblation."
2.1.26	All the women together form the fourth.
2.2.1	One who has offered oblations and then rises up.
2.2.2	The husband, having walked around her, stands facing north, holding the bride's hand.
2.2.3	The mother or brother, taking the rice grains, should approach the bride with the right foot.
2.2.4	The one who holds the hand says, "Climb this stone."
2.2.12	Having gone forward with the right foot, he should go back with the left foot.
2.2.13	He should say, "May the left not go beyond the right."
2.2.14	He should address the observers with the verse, "This bride is auspicious."
2.2.15	Having gone around the fire with the left, he sprinkles the bridegroom on the head with water and the bride with the verse, “May they be united.”
2.2.5	The brother of the bride scatters a handful of parched grains.
2.2.6	He offers it on the fire, with the ladle filled up to the brim, without letting the handful fall, saying, "This woman is speaking."
2.2.7	"Aryaman, the god, and Pusan" are the two verses for the northern direction.
2.2.16	Having taken the left hand of the bride, the priest should recite the following six mantras while holding the right hand of the bride with his right hand, with the thumb extended: "I take hold of them."
2.2.17	The mantras are completed.
2.3.1	In the northeast direction, there is a Brahmin family that is attractive.
2.3.2	There the fire is well-kindled.
2.3.3	On the other side of the fire, a red hide is spread with the neck towards the east and the hair upwards.
2.3.4	On that they make her sit down, bound by her word.
2.3.5	She remains there until the stars are seen.
2.2.8	The husband, having performed the Agnihotra, circumambulates the fire, reciting the mantra, "The Brahmana, having performed the sacrifice, gives the daughter to the fathers."
2.2.9	The bride stands, moves, recites, scatters, and offers oblations in the same way.
2.2.10	This is done three times.
2.2.11	Having offered the remaining oblations in the fire with a ladle, they move towards the east, reciting, "One oblation."
2.3.6	When the constellation is mentioned, he offers six oblations of ghee at the junctions of the lines, starting from here.
2.3.7	After each offering, he should offer the Sampata on the head of the bride.
2.3.8	Having offered and risen, he displays the Dhruva after coming out.
2.2.12	Having gone forward with the right foot, he should go back with the left foot.
2.2.13	He should say, "May the left not go beyond the right."
2.2.14	He should address the observers with the verse, "This bride is auspicious."
2.2.15	Having gone around the fire with the left, he sprinkles the bridegroom on the head with water and the bride with the verse, “May they be united.”
2.3.9	"Thou art Dhruva (the Pole Star). May I be in the husband's family. May I be in such and such a husband's family." Thus she should take the name of her husband.
2.3.10	And Arundhati.
2.3.11	"I am bound." Thus she should say.
2.3.12	Then he should bless her with this verse, "Dhruva is the sky."
2.3.13	Having been blessed, she greets her husband with her family name.
2.2.16	Having taken the left hand of the bride, the priest should recite the following six mantras while holding the right hand of the bride with his right hand, with the thumb extended: "I take hold of them."
2.2.17	The mantras are completed.
2.3.1	In the northeast direction, there is a Brahmin family that is attractive.
2.3.14	That is his utterance.
2.3.15	Both of them should lie on the ground for three nights, eating food without salt and oil, and observing celibacy, from that time onwards.
2.3.16	Here they say, "Arghya."
2.3.17	Some say, "When guests arrive."
2.3.18	One should eat the first food offered, having recited the mantra.
2.3.19	On the next day, one should prepare a meal of cooked rice to be eaten together.
2.3.2	There the fire is well-kindled.
2.3.3	On the other side of the fire, a red hide is spread with the neck towards the east and the hair upwards.
2.3.4	On that they make her sit down, bound by her word.
2.3.5	She remains there until the stars are seen.
2.3.6	When the constellation is mentioned, he offers six oblations of ghee at the junctions of the lines, starting from here.
2.3.7	After each offering, he should offer the Sampata on the head of the bride.
2.3.8	Having offered and risen, he displays the Dhruva after coming out.
2.3.20	His deity is Agni, Prajapati, the Viśve Devas, and Anumati.
2.3.21	Having taken out the cooked rice, he should touch a part with his hand, saying, "With the thread of food, with the gem."
2.3.22	Having eaten, he should give the leftovers to his wife, according to his means.
2.3.23	A cow is the fee.
2.4.1	When ascending the vehicle, one should recite this verse: "The Gauri tree, the Salmali tree."
2.4.2	At the crossroads, at rivers, at dangerous places, at great trees, and at cremation grounds, he should recite the mantra, saying, "May they not be obstacles."
2.3.9	"Thou art Dhruva (the Pole Star). May I be in the husband's family. May I be in such and such a husband's family." Thus she should take the name of her husband.
2.3.10	And Arundhati.
2.3.11	"I am bound." Thus she should say.
2.3.12	Then he should bless her with this verse, "Dhruva is the sky."
2.3.13	Having been blessed, she greets her husband with her family name.
2.4.3	In case of a mishap, such as the breaking of the axle, the loosening of the harness, or the overturning of the vehicle, one should take the fire that is being carried and perform the oblation with the Vyāhṛtis, having brought another substance. Then, with the remaining clarified butter, one should anoint with the verse, "If there is any harm, may it be removed."
2.4.4	Having sung the Vāmadevya hymn, one should ascend.
2.4.5	If the Vāma devya hymn is reached.
2.3.14	That is his utterance.
2.3.15	Both of them should lie on the ground for three nights, eating food without salt and oil, and observing celibacy, from that time onwards.
2.3.16	Here they say, "Arghya."
2.3.17	Some say, "When guests arrive."
2.3.18	One should eat the first food offered, having recited the mantra.
2.3.19	On the next day, one should prepare a meal of cooked rice to be eaten together.
2.4.6	The Brahmins, who had come to their homes, and who were endowed with the virtues of a husband and son, placed the cows in the skin of a cow that was hanging in the house and said, "May the cows give birth here."
2.4.7	They would attend to the young prince.
2.4.8	They would offer him a pair of shoes made of leather.
2.4.9	Or fruits.
2.3.20	His deity is Agni, Prajapati, the Viśve Devas, and Anumati.
2.3.21	Having taken out the cooked rice, he should touch a part with his hand, saying, "With the thread of food, with the gem."
2.3.22	Having eaten, he should give the leftovers to his wife, according to his means.
2.3.23	A cow is the fee.
2.4.1	When ascending the vehicle, one should recite this verse: "The Gauri tree, the Salmali tree."
2.4.10	Having raised the boy, Dhruva offers eight oblations of ghee, saying, "Here is Dhriti."
2.4.11	Having placed the kindling wood and saluted the elders in the lineage according to age and caste, he offers oblations.
2.5.1	Now, the fourth rite.
2.5.2	Having kindled the fire, he offers oblation of ghee for atonement, saying, "O Agni, atonement" four times.
2.4.2	At the crossroads, at rivers, at dangerous places, at great trees, and at cremation grounds, he should recite the mantra, saying, "May they not be obstacles."
2.5.3	In the place of Agni, there are Vayu, Chandra, and Surya.
2.5.4	The fifth case is used in the Bahuvrihi compound.
2.5.5	One should offer the Sampata of Ahuti in a water pot.
2.5.6	Having anointed her with that, they reduce her and immerse her.
2.5.7	Some say that the Sampata is possible after three nights.
2.4.3	In case of a mishap, such as the breaking of the axle, the loosening of the harness, or the overturning of the vehicle, one should take the fire that is being carried and perform the oblation with the Vyāhṛtis, having brought another substance. Then, with the remaining clarified butter, one should anoint with the verse, "If there is any harm, may it be removed."
2.4.4	Having sung the Vāmadevya hymn, one should ascend.
2.4.5	If the Vāma devya hymn is reached.
2.5.8	When she is free from menstruation, then is the time for conception.
2.5.9	She should touch her private parts with her right hand, reciting the verse, "May Vishnu create the womb." And also, "May Sinivali (the female deity) place the embryo."
2.5.10	Having completed the verses, the conception takes place.
2.6.1	The time for the Pumsavana rite is at the beginning of the third month of pregnancy.
2.4.6	The Brahmins, who had come to their homes, and who were endowed with the virtues of a husband and son, placed the cows in the skin of a cow that was hanging in the house and said, "May the cows give birth here."
2.4.7	They would attend to the young prince.
2.4.8	They would offer him a pair of shoes made of leather.
2.4.9	Or fruits.
2.6.2	Having bathed in the morning, with his head, on the Darbha-grass placed towards the east, he sits down towards the east, behind the fire, on the Darbh-grass.
2.6.3	Standing behind the husband, touching his right shoulder with his right hand, and touching the region of the navel, he should touch it without covering it, reciting this verse: "The two men Mitra and Varuna."
2.6.4	Then as per the actual procedure.
2.4.10	Having raised the boy, Dhruva offers eight oblations of ghee, saying, "Here is Dhriti."
2.4.11	Having placed the kindling wood and saluted the elders in the lineage according to age and caste, he offers oblations.
2.5.1	Now, the fourth rite.
2.5.2	Having kindled the fire, he offers oblation of ghee for atonement, saying, "O Agni, atonement" four times.
2.6.5	Now, another.
2.6.6	In the northeast direction, one should plant a banyan seed with two fruits, without worms, and without insects, and cover it with three or seven barley grains or peas.
2.5.3	In the place of Agni, there are Vayu, Chandra, and Surya.
2.5.4	The fifth case is used in the Bahuvrihi compound.
2.5.5	One should offer the Sampata of Ahuti in a water pot.
2.5.6	Having anointed her with that, they reduce her and immerse her.
2.5.7	Some say that the Sampata is possible after three nights.
2.5.8	When she is free from menstruation, then is the time for conception.
2.5.9	She should touch her private parts with her right hand, reciting the verse, "May Vishnu create the womb." And also, "May Sinivali (the female deity) place the embryo."
2.5.10	Having completed the verses, the conception takes place.
2.6.1	The time for the Pumsavana rite is at the beginning of the third month of pregnancy.
2.6.8	The plants, having become auspicious, deposit their power in this (earth). She will do the work. Having raised it, having covered it with grass, having taken it from the sky, one should place it.
2.6.9	Having washed the stone, a celibate, one observing a vow, a relative of the Brahmanas, or a maiden, not taking it back, covers it.
2.6.2	Having bathed in the morning, with his head, on the Darbha-grass placed towards the east, he sits down towards the east, behind the fire, on the Darbh-grass.
2.6.3	Standing behind the husband, touching his right shoulder with his right hand, and touching the region of the navel, he should touch it without covering it, reciting this verse: "The two men Mitra and Varuna."
2.6.4	Then as per the actual procedure.
2.6.10	In the morning, having bathed with his head towards the rising sun, he lies down with his head towards east, on the Darbha grass in front of the fire.
2.6.5	Now, another.
2.6.6	In the northeast direction, one should plant a banyan seed with two fruits, without worms, and without insects, and cover it with three or seven barley grains or peas.
2.6.11	Then the husband, standing behind, should take hold of the right nostril with the thumb and ring finger of the right hand and inhale through the right nostril, reciting this verse: "Man is Agni, man is Indra."
2.6.12	Then according to the meaning.
2.7.1	Then the ceremony of parting the hair is done in the first pregnancy.
2.7.2	In the fourth, sixth, or eighth month.
2.7.3	Having bathed in the morning, with his head, on the Darbha-grass placed towards the east, he sits down behind the fire, on the Darbhā-grass placed towards east.
2.7.4	The husband, standing behind, ties a pair of Udumbara-wood twigs with a thread, saying, "This is the tree of energy."
2.6.7	If thou art Soma, I buy thee for Soma, the king. If thou art Varuni, I buy thee Varuna, the king. If thou art Vasu, I buy thee Vasus. If thou art Rudra, I buy thee Rudras. If thou art Aditya, I buy thee Adityas. If thou art Marut, I buy thee Maruts. If thou art Visve, I buy thee Visve Devas.
2.7.5	Then he raises the hair above the navel with the formula, "Bhūr" with darbha-grass-tufts. "Bhuvar" with the second, "Svar" with the third.
2.7.6	Then with the verse, "By whom the sun shines forth,"
2.7.7	Then with the formula, "I have taken the full umbrella,"
2.7.8	Three times with the white twig and the verse, "Those good thoughts of yours, O Raka."
2.6.8	The plants, having become auspicious, deposit their power in this (earth). She will do the work. Having raised it, having covered it with grass, having taken it from the sky, one should place it.
2.6.9	Having washed the stone, a celibate, one observing a vow, a relative of the Brahmanas, or a maiden, not taking it back, covers it.
2.6.10	In the morning, having bathed with his head towards the rising sun, he lies down with his head towards east, on the Darbha grass in front of the fire.
2.7.9	Krsara is the cooked rice in a pot, with ghee poured over it. He should look at it.
2.7.10	Having said, "What do you see?" he should recite, "The creation."
2.7.11	She should eat it herself.
2.7.12	The Brahmani should worship her with auspicious words, "You are the mother of heroes, the mother of life, the wife of life."
2.7.13	Then the Homa for Soṣya (the Soma juice)
2.7.14	Having established the fire in the prepared place, he offers oblations of ghee with the verses, "The one who is oblique" and "The wise one took the tail."
2.7.15	He takes the name, "This man will be born as such-and-such."
2.7.16	That is indeed the secret.
2.6.11	Then the husband, standing behind, should take hold of the right nostril with the thumb and ring finger of the right hand and inhale through the right nostril, reciting this verse: "Man is Agni, man is Indra."
2.6.12	Then according to the meaning.
2.7.1	Then the ceremony of parting the hair is done in the first pregnancy.
2.7.2	In the fourth, sixth, or eighth month.
2.7.3	Having bathed in the morning, with his head, on the Darbha-grass placed towards the east, he sits down behind the fire, on the Darbhā-grass placed towards east.
2.7.4	The husband, standing behind, ties a pair of Udumbara-wood twigs with a thread, saying, "This is the tree of energy."
2.7.20	Similarly, he should administer ghee for generating intelligence.
2.7.21	With gold, he offers into the mouth of the young boy, reciting the verse "May Mitra and Varuna grant you intelligence."
2.7.22	He should say "Cut the navel" and "Hold the breast."
2.7.23	From then on, there is no touching until the tenth night.
2.7.5	Then he raises the hair above the navel with the formula, "Bhūr" with darbha-grass-tufts. "Bhuvar" with the second, "Svar" with the third.
2.7.6	Then with the verse, "By whom the sun shines forth,"
2.7.7	Then with the formula, "I have taken the full umbrella,"
2.7.8	Three times with the white twig and the verse, "Those good thoughts of yours, O Raka."
2.8.1	The third day after birth is called Jyotisna. At sunrise, the father, with his head covered, stands with folded hands, when the sun has risen and the Lohitina (red) twilight has passed.
2.8.2	Then the mother, covering the child with a pure garment, gives it to the father, with the head towards the north, facing the east.
2.7.9	Krsara is the cooked rice in a pot, with ghee poured over it. He should look at it.
2.7.10	Having said, "What do you see?" he should recite, "The creation."
2.7.11	She should eat it herself.
2.7.12	The Brahmani should worship her with auspicious words, "You are the mother of heroes, the mother of life, the wife of life."
2.7.13	Then the Homa for Soṣya (the Soma juice)
2.8.3	Having gone round the fire without turning his back, he stands to the north.
2.8.4	Then he recites, "Whatever is yours, O well-defined one," so that this son may not perish from his mother.
2.8.5	Having given the mother the water facing upwards, according to the truth.
2.7.14	Having established the fire in the prepared place, he offers oblations of ghee with the verses, "The one who is oblique" and "The wise one took the tail."
2.7.15	He takes the name, "This man will be born as such-and-such."
2.7.16	That is indeed the secret.
2.8.6	Then, those who are born after that, the Jyotisnas (the stars), the father stands up for them, filling the cup of water and facing the moon.
2.8.7	"He says, "What is the tenfold moon?" Once with the Yajus, twice silently, and then as appropriate.
2.8.8	After ten nights, after a hundred nights, or after a year, the naming ceremony is performed.
2.7.17	When they would tell him that a son was born to him, he should say: “I desire that the cutting of the umbilical cord and the covering of the breast be done.”
2.7.18	He should grind rice and barley with the same cloth with which he covered the placenta.
2.7.19	Holding the thumb and the ring finger of his right hand, he should rub the tongue of the child with this, saying: “This is the command.”
2.8.9	Then the one who is going to do it sits down facing east on the darbha grass behind the fire.
2.8.10	Then the mother, covering the boy with a clean garment, gives him to the priest, facing north, with his head towards the north.
2.8.11	Having circumambulated counterclockwise, he sits down facing north, on the darbha grasses facing north.
2.7.20	Similarly, he should administer ghee for generating intelligence.
2.7.21	With gold, he offers into the mouth of the young boy, reciting the verse "May Mitra and Varuna grant you intelligence."
2.7.22	He should say "Cut the navel" and "Hold the breast."
2.7.23	From then on, there is no touching until the tenth night.
2.8.12	Then he offers with the formula, "To Prajapati, to the lunar day, to the constellation, to the deity."
2.8.13	Reciting this mantra, "Who are you? Which one are you?" he touches the chief breaths of the sacrificer.
2.8.14	At the end of the mantra, he should recite it loudly, beginning with the middle and ending with the long vowels. The name should be given in this way.
2.8.1	The third day after birth is called Jyotisna. At sunrise, the father, with his head covered, stands with folded hands, when the sun has risen and the Lohitina (red) twilight has passed.
2.8.2	Then the mother, covering the child with a pure garment, gives it to the father, with the head towards the north, facing the east.
2.8.15	This is not a dative.
2.8.16	The female is called 'dānta'.
2.8.17	And the first name of the mother should be spoken truthfully.
2.8.18	A cow is the fee.
2.8.19	Every month or at the annual festivals, one should offer oblations to Agni, Indra, Heaven and Earth, and all the gods for the child.
2.8.20	Having worshipped the deity, one should offer to the lunar day and the constellation.
2.8.3	Having gone round the fire without turning his back, he stands to the north.
2.8.4	Then he recites, "Whatever is yours, O well-defined one," so that this son may not perish from his mother.
2.8.5	Having given the mother the water facing upwards, according to the truth.
2.8.21	Having stepped aside, he should touch the head of the eldest son with both hands and recite, "When the father knows that you have come from one limb to another."
2.8.22	"I am inhaling you with the sound of animals." He should inhale it as per the meaning.
2.8.23	In the same way, for the younger ones.
2.8.24	According to seniority or as found.
2.8.6	Then, those who are born after that, the Jyotisnas (the stars), the father stands up for them, filling the cup of water and facing the moon.
2.8.7	"He says, "What is the tenfold moon?" Once with the Yajus, twice silently, and then as appropriate.
2.8.8	After ten nights, after a hundred nights, or after a year, the naming ceremony is performed.
2.8.25	The touching of the head of a woman in silence is called mūrdhanābhijihgaraṇa.
2.9.1	Now, then, in the third year, the tonsure ceremony.
2.9.2	In front of the house, on a smeared ground, the fire is set up.
2.9.3	There are these accessories there:
2.8.9	Then the one who is going to do it sits down facing east on the darbha grass behind the fire.
2.8.10	Then the mother, covering the boy with a clean garment, gives him to the priest, facing north, with his head towards the north.
2.8.11	Having circumambulated counterclockwise, he sits down facing north, on the darbha grasses facing north.
2.9.4	Twenty-one Darbha grass, a hot water pot, a copper vessel, a wood-apple fruit, a razor, a mirror, a razor-bearer, a barber, these are to be placed on the right side.
2.9.5	A goat, cow-dung, gruel, cooked rice in a pot, and cooked rice without any purpose, these are to place on the left side.
2.9.6	Having filled separate vessels with barley, wheat, sesame, and beans, they should be placed in front.
2.8.12	Then he offers with the formula, "To Prajapati, to the lunar day, to the constellation, to the deity."
2.8.13	Reciting this mantra, "Who are you? Which one are you?" he touches the chief breaths of the sacrificer.
2.8.14	At the end of the mantra, he should recite it loudly, beginning with the middle and ending with the long vowels. The name should be given in this way.
2.9.7	The Kṛsara and the Nāpita are the seeds of all.
2.9.8	Then the mother, covering the boy with a pure garment, sits behind the fire, facing east, on the Darbha grass.
2.9.9	Then he who is to do that stands behind, facing east.
2.8.15	This is not a dative.
2.8.16	The female is called 'dānta'.
2.8.17	And the first name of the mother should be spoken truthfully.
2.8.18	A cow is the fee.
2.8.19	Every month or at the annual festivals, one should offer oblations to Agni, Indra, Heaven and Earth, and all the gods for the child.
2.8.20	Having worshipped the deity, one should offer to the lunar day and the constellation.
2.9.10	Then he recites, "Saviṭa has gone with the razor," meditating on Savitar mentally and looking at the barber.
2.9.11	"With heat, wind, and water," meditating on Vayu mentally and looking at a hot water vessel.
2.9.12	Taking the right-hand corner of the garment with his right hand, he recites, “May the waters flow, may the living ones flow."
2.8.21	Having stepped aside, he should touch the head of the eldest son with both hands and recite, "When the father knows that you have come from one limb to another."
2.8.22	"I am inhaling you with the sound of animals." He should inhale it as per the meaning.
2.8.23	In the same way, for the younger ones.
2.8.24	According to seniority or as found.
2.8.25	The touching of the head of a woman in silence is called mūrdhanābhijihgaraṇa.
2.9.1	Now, then, in the third year, the tonsure ceremony.
2.9.2	In front of the house, on a smeared ground, the fire is set up.
2.9.3	There are these accessories there:
2.9.13	"You are the fang of Vishnu." He places the razor made of Udumbara wood, or looks at a mirror.
2.9.14	"O herb, protect him." He places seven bundles of Darbha grass, with their tips towards the south, on the head.
2.9.4	Twenty-one Darbha grass, a hot water pot, a copper vessel, a wood-apple fruit, a razor, a mirror, a razor-bearer, a barber, these are to be placed on the right side.
2.9.5	A goat, cow-dung, gruel, cooked rice in a pot, and cooked rice without any purpose, these are to place on the left side.
2.9.6	Having filled separate vessels with barley, wheat, sesame, and beans, they should be placed in front.
2.9.15	Holding it with the left hand, he takes up the mirror or the razor with the right hand, saying, "Do not injure him, O Svadhita."
2.9.16	He cuts it three times facing east, without cutting it, once with the Yajus, twice silently.
2.9.17	Then he cuts it with iron and places it in cowdung.
2.9.7	The Kṛsara and the Nāpita are the seeds of all.
2.9.8	Then the mother, covering the boy with a pure garment, sits behind the fire, facing east, on the Darbha grass.
2.9.9	Then he who is to do that stands behind, facing east.
2.9.10	Then he recites, "Saviṭa has gone with the razor," meditating on Savitar mentally and looking at the barber.
2.9.11	"With heat, wind, and water," meditating on Vayu mentally and looking at a hot water vessel.
2.9.12	Taking the right-hand corner of the garment with his right hand, he recites, “May the waters flow, may the living ones flow."
2.9.18	This is the same as the Kapiñjala.
2.9.19	This is the same as Kapiñjala, but with the addition of the Uttara-mantra.
2.9.20	One should perform the Abhi-nirvrtti with the Udanta-mantra and so on.
2.9.21	One should recite the mantra "Tryayusam Jamadagnir" while holding the head with both hands.
2.9.22	This is also the same as the woman's.
2.9.23	Silently.
2.9.24	But the Homa is done with the mantra.
2.9.25	They make the person who has been expelled from the clan perform the rite of Kusha-purification according to the rules of his clan.
2.9.26	Having made the hair of the person who has committed incest with a cow, they take him to the forest and bury him.
2.9.27	Some place him on a tree.
2.9.28	As per the rules.
2.9.29	A cow is the fee.
2.10.1	One should initiate a Brahmin at the age of eight.
2.10.2	A Kshatriya at the age of eleven.
2.9.13	"You are the fang of Vishnu." He places the razor made of Udumbara wood, or looks at a mirror.
2.9.14	"O herb, protect him." He places seven bundles of Darbha grass, with their tips towards the south, on the head.
2.10.3	The Vaisya stage is for twelve years.
2.10.4	The Brahmana stage is for sixteen years, the Kshatriya stage for twenty-two years, and the Vaisya stage for twenty-four years.
2.10.5	After that, they become Savitri-less.
2.10.6	They should not be initiated, taught, officiated at sacrifices, or married.
2.9.15	Holding it with the left hand, he takes up the mirror or the razor with the right hand, saying, "Do not injure him, O Svadhita."
2.9.16	He cuts it three times facing east, without cutting it, once with the Yajus, twice silently.
2.9.17	Then he cuts it with iron and places it in cowdung.
2.10.7	On the day when the student is to return, they feed him early in the morning, make him well, bathe him, adorn him, and cover him with a new garment.
2.10.8	Their garments are made of silk, wool, cotton, or linen.
2.10.9	Their skins are made of black antelope, goat, or sheep.
2.10.10	Their girdles are made of muñja grass, kashta grass, or tāmbala grass.
2.10.11	The staff should be made of Palasa, Bilva or Ashvattha.
2.10.12	The garment of a Brahmin should be made of silk or wool, of a Kshatriya of cotton and of a Vaishya of wool.
2.10.13	All other articles are explained by this.
2.10.14	In the absence of any of these, all may be used.
2.10.15	In front of the hall, the fire is arranged on a smeared ground.
2.9.18	This is the same as the Kapiñjala.
2.9.19	This is the same as Kapiñjala, but with the addition of the Uttara-mantra.
2.9.20	One should perform the Abhi-nirvrtti with the Udanta-mantra and so on.
